id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	nb_snp	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	commande	Notes	CO_NCO
30	WT5	1500	SK1-MLH3	5	4	764691	764817	764817	764844	764754.25	764830.25	02:06	1	1	76	152	1	76	0	153	764691_764817	764817_764844	764817_794057	764844_794820	1	1	10.1	1	0	1	1	1	1	1	764792	                      graph_bin_annot3(4,763000,765000,c(5,6))	NA	NCO
31	WT5	1500	SK1-MLH3	5	4	794057	794820	794820	795138	794438.75	794978.75	02:06	1	1	540	1080	1	540	0	1081	794057_794820	794820_795138	794820_884340	795138_884761	1	1	10.1	1	0	1	1	1	1	1	794709	                      graph_bin_annot3(4,793000,796000,c(5,6))	NA	NCO
29	WT5	1500	SK1-MLH3	5	4	690267	690503	690968	691713	690384.75	691340.75	02:06	1	466	956	1445	1	956	465	1446	690267_690968	690503_691713	690968_764691	691713_764817	7	1	10.1	1	0	1	1	1	1	1	690863	                      graph_bin_annot3(4,689000,692000,c(5,6))	NA	NCO
26	WT5	1500	SK1-MLH3	5	4	406901	407223	408466	408706	407062	408586	02:06	1	1244	1524	1804	1	1524	1243	1805	406901_408466	407223_408706	408466_521776	408706_524808	13	1	10.1	1	0	1	1	1	1	1	407824	                      graph_bin_annot3(4,405000,409000,c(5,6))	NA	NCO
20	WT5	1500	SK1-MLH3	5	4	27734	27879	29152	29441	27806.5	29296.5	(6:2)_(4:4aCO)	2_nonsis	1274	1490	1706	2	1490	1273	1707	27734_29152	27879_29441	29152_59146	29441_59321	11	1	15	1	1	0	1	2	1	0	28552	                      graph_bin_annot3(4,26000,30000,c(5,6,7,8))	NA	CO
22	WT5	1500	SK1-MLH3	5	4	139681	140685	141921	142603	140183	142262	(6:2)_(4:4aCO)	2_nonsis	1237	2079	2921	2	2079	1236	2922	139681_141921	140685_142603	141921_202591	142603_202790	10	1	15	1	1	0	1	2	1	0	141223	                      graph_bin_annot3(4,138000,143000,c(1,2,7,8))	NA	CO
25	WT5	1500	SK1-MLH3	5	4	390200	392287	392938	394097	391243.5	393517.5	(6:2)_(4:4aCO)	2_nonsis	652	2274	3896	2	2274	651	3897	390200_392938	392287_394097	392938_406901	394097_407223	3	1	15	1	1	0	1	2	1	0	392381	                      graph_bin_annot3(4,389000,395000,c(3,4,5,6))	NA	CO
32	WT5	1500	SK1-MLH3	5	4	884340	884761	884761	889122	884550.5	886941.5	(6:2)_(4:4aCO)	2_nonsis	1	2391	4781	2	2391	0	4782	884340_884761	884761_889122	884761_958391	889122_958608	1	1	15	1	1	0	1	2	1	0	885746	                      graph_bin_annot3(4,883000,890000,c(5,6,7,8))	NA	CO
33	WT5	1500	SK1-MLH3	5	4	958391	958608	960721	961848	958499.5	961284.5	(6:2)_(4:4aCO)	2_nonsis	2114	2785	3456	2	2785	2113	3457	958391_960721	958608_961848	960721_1161568	961848_1171430	10	1	15	1	1	0	1	2	1	0	959892	                      graph_bin_annot3(4,957000,962000,c(3,4,5,6))	NA	CO
28	WT5	1500	SK1-MLH3	5	4	554961	556732	556940	557109	555846.5	557024.5	(2:6)_(4:4aCO)	2_nonsis	209	1178	2147	2	1178	208	2148	554961_556940	556732_557109	556940_690267	557109_690503	4	1	16	1	1	0	1	2	1	0	556436	                      graph_bin_annot3(4,553000,558000,c(1,2,5,6))	NA	CO
37	WT5	1500	SK1-MLH3	5	4	1477505	1479403	1479537	1480211	1478454	1479874	(2:6)_(4:4aCO)	2_nonsis	135	1420	2705	2	1420	134	2706	1477505_1479537	1479403_1480211	1479537_1519267	1480211_1531933	2	1	16	1	1	0	1	2	1	0	1479164	                      graph_bin_annot3(4,1476000,1481000,c(1,2,3,4))	NA	CO
36	WT5	1500	SK1-MLH3	5	4	1268647	1268901	1269974	1270566	1268774	1270270	(2:6)_(4:4aCO)	2_nonsis	1074	1496	1918	2	1496	1073	1919	1268647_1269974	1268901_1270566	1269974_1477505	1270566_1479403	4	1	16	1	1	0	1	2	1	0	1269522	                      graph_bin_annot3(4,1267000,1271000,c(5,6,7,8))	NA	CO
27	WT5	1500	SK1-MLH3	5	4	521776	524808	525682	526042	523292	525862	(2:6)_(4:4aCO)	2_nonsis	875	2570	4265	2	2570	874	4266	521776_525682	524808_526042	525682_554961	526042_556732	3	1	16	1	1	0	1	2	1	0	524577	                      graph_bin_annot3(4,520000,527000,c(3,4,5,6))	NA	CO
35	WT5	1500	SK1-MLH3	5	4	1231802	1235582	1231802	1235582	1232747	1234637	(4:4aCO)	2_nonsis	0	1890	3779	1	0	0	0	1231802	1235582	1268647	1268901	0	1	100	1	1	0	1	1	0	0	1233692	                      graph_bin_annot3(4,1230000,1236000,c(5,6,7,8))	NA	CO
34	WT5	1500	SK1-MLH3	5	4	1161568	1171430	1161568	1171430	1164034	1168964	(4:4aCO)	2_nonsis	0	4930	9861	1	0	0	0	1161568	1171430	1231802	1235582	0	1	100	1	1	0	1	1	0	0	1166499	                      graph_bin_annot3(4,1160000,1172000,c(3,4,7,8))	NA	CO
42	WT5	1500	SK1-MLH3	5	5	160192	160248	164225	164498	160219.75	164361.75	2:6_4:4_2:6	1	3978	4142	4305	3	286_974_2882	                      34_462_2458	537_1485_3307	160192_160282_161191_164225	160248_160729_161767_164498	160282_161191_164225_225499	160729_161767_164498_225668	15	1	8	1	0	1	1	1	1	1	162291	                      graph_bin_annot3(5,159000,165000,c(1,2))	NA	NCO
40	WT5	1500	SK1-MLH3	5	5	89321	89860	89860	89953	89590.5	89906.5	02:06	1	1	316	631	1	316	0	632	89321_89860	89860_89953	89860_118149	89953_118209	1	1	10.1	1	0	1	1	1	1	1	89749	                      graph_bin_annot3(5,88000,90000,c(1,2))	NA	NCO
44	WT5	1500	SK1-MLH3	5	5	443323	443370	443370	449685	443346.5	446527.5	02:06	1	1	3181	6361	1	3181	0	6362	443323_443370	443370_449685	443370_464494	449685_465077	1	1	10.1	1	0	1	1	1	1	1	444937	                      graph_bin_annot3(5,442000,450000,c(7,8))	NA	NCO
43	WT5	1500	SK1-MLH3	5	5	225499	225668	225875	226491	225583.25	226183.25	(6:2)_(4:4aCO)	2_nonsis	208	600	991	2	600	207	992	225499_225875	225668_226491	225875_443323	226491_443370	4	1	15	1	1	0	1	2	1	0	225883	                      graph_bin_annot3(5,224000,227000,c(1,2,7,8))	NA	CO
45	WT5	1500	SK1-MLH3	5	5	464494	465077	465077	467553	464785.25	466315.25	(6:2)_(4:4aCO)	2_nonsis	1	1530	3058	2	1530	0	3059	464494_465077	465077_467553	465077_568423	467553_576874	1	1	15	1	1	0	1	2	1	0	465550	                      graph_bin_annot3(5,463000,468000,c(3,4,5,6))	NA	CO
39	WT5	1500	SK1-MLH3	5	5	79549	80081	81276	81713	79814.75	81494.75	(6:2)_(4:4aCO)	2_nonsis	1196	1680	2163	2	1680	1195	2164	79549_81276	80081_81713	81276_89321	81713_89860	10	1	15	1	1	0	1	2	1	0	80655	                      graph_bin_annot3(5,78000,82000,c(1,2,7,8))	NA	CO
38	WT5	1500	SK1-MLH3	5	5	66297	67311	71182	71422	66804	71302	(2:6)_(4:4aCO)	2_nonsis	3872	4498	5124	2	4498	3871	5125	66297_71182	67311_71422	71182_79549	71422_80081	34	1	16	1	1	0	1	2	1	0	69053	                      graph_bin_annot3(5,65000,72000,c(1,2,5,6))	NA	CO
41	WT5	1500	SK1-MLH3	5	5	118149	118209	118209	118421	118179	118315	(0:8)_(4:4)	2_sis	1	136	271	0	136	0	272	118149_118209	118209_118421	118209_160192	118421_160248	1	0	1	2	0	2	2	2	2	2	118247	                      graph_bin_annot3(5,117000,119000,c(1,2,5,6))	NA	NCO
47	WT5	1500	SK1-MLH3	5	6	95632	95849	95849	96502	95740.5	96175.5	02:06	1	1	435	869	1	435	0	870	95632_95849	95849_96502	95849_168788	96502_169392	1	1	10.1	1	0	1	1	1	1	1	95958	                      graph_bin_annot3(6,94000,97000,c(1,2))	NA	NCO
48	WT5	1500	SK1-MLH3	5	6	168788	169392	170314	170689	169089.75	170501.75	(6:2)_(4:4aCO)	2_nonsis	923	1412	1900	2	1412	922	1901	168788_170314	169392_170689	170314_242888	170689_245484	5	1	15	1	1	0	1	2	1	0	169796	                      graph_bin_annot3(6,167000,171000,c(3,4,5,6))	NA	CO
49	WT5	1500	SK1-MLH3	5	6	242888	245484	242888	245484	243537	244835	(4:4aCO)	2_nonsis	0	1298	2595	1	0	0	0	242888	245484	248370	253709	0	1	100	1	1	0	1	1	0	0	244186	                      graph_bin_annot3(6,241000,246000,c(1,2,5,6))	NA	CO
50	WT5	1500	SK1-MLH3	5	6	248370	253709	248370	253709	249705	252374	(4:4aCO)	2_nonsis	0	2669	5338	1	0	0	0	248370	253709	266889	270161	0	1	100	1	1	0	1	1	0	0	251040	                      graph_bin_annot3(6,247000,254000,c(1,2,3,4))	NA	CO
46	WT5	1500	SK1-MLH3	5	6	73335	74458	75453	76126	73896.5	75789.5	(6:2)_(2:6)_(4:4aCO)	3	996	1893	2790	0	788_1106	                      116_659	1459_1552	73335_74574_75453	74458_74794_76126	74574_75453_95632	74794_76126_95849	8	0	2	2	1	1	2	2	1	1	74843	                      graph_bin_annot3(6,72000,77000,c(1,2,3,4,7,8))	NA	CO
55	WT5	1500	SK1-MLH3	5	7	370857	371353	371635	372033	371105	371834	02:06	1	283	729	1175	1	729	282	1176	370857_371635	371353_372033	371635_594506	372033_595340	3	1	10.1	1	0	1	1	1	1	1	371470	                      graph_bin_annot3(7,369000,373000,c(3,4))	NA	NCO
53	WT5	1500	SK1-MLH3	5	7	248312	248886	248886	249639	248598.75	249262.75	(6:2)_(4:4aCO)	2_nonsis	1	664	1326	2	664	0	1327	248312_248886	248886_249639	248886_348923	249639_350521	1	1	15	1	1	0	1	2	1	0	248931	                      graph_bin_annot3(7,247000,250000,c(5,6,7,8))	NA	CO
57	WT5	1500	SK1-MLH3	5	7	787326	787546	788249	788427	787436	788338	(6:2)_(4:4aCO)	2_nonsis	704	902	1100	2	902	703	1101	787326_788249	787546_788427	788249_806961	788427_807574	4	1	15	1	1	0	1	2	1	0	787887	                      graph_bin_annot3(7,786000,789000,c(3,4,7,8))	NA	CO
51	WT5	1500	SK1-MLH3	5	7	21664	21694	24075	24525	21679	24300	(6:2)_(4:4aCO)	2_nonsis	2382	2621	2860	2	2621	2381	2861	21664_24075	21694_24525	24075_138163	24525_142353	24	1	15	1	1	0	1	2	1	0	22990	                      graph_bin_annot3(7,20000,25000,c(1,2,7,8))	NA	CO
58	WT5	1500	SK1-MLH3	5	7	806961	807574	809635	810523	807267.25	810079.25	(6:2)_(4:4aCO)	2_nonsis	2062	2812	3561	2	2812	2061	3562	806961_809635	807574_810523	809635_855821	810523_857160	19	1	15	1	1	0	1	2	1	0	808673	                      graph_bin_annot3(7,805000,811000,c(1,2,5,6))	NA	CO
56	WT5	1500	SK1-MLH3	5	7	594506	595340	596110	598680	594923	597395	(2:6)_(4:4aCO)	2_nonsis	771	2472	4173	2	2472	770	4174	594506_596110	595340_598680	596110_787326	598680_787546	3	1	16	1	1	0	1	2	1	0	596159	                      graph_bin_annot3(7,593000,599000,c(5,6,7,8))	NA	CO
59	WT5	1500	SK1-MLH3	5	7	855821	857160	855821	857160	856156	856825	(4:4aCO)	2_nonsis	0	669	1338	1	0	0	0	855821	857160	1068994	1090940	0	1	100	1	1	0	1	1	0	0	856491	                      graph_bin_annot3(7,854000,858000,c(5,6,7,8))	NA	CO
54	WT5	1500	SK1-MLH3	5	7	348923	350521	348923	350521	349323	350121	(4:4aCO)	2_nonsis	0	798	1597	1	0	0	0	348923	350521	370857	371353	0	1	100	1	1	0	1	1	0	0	349722	                      graph_bin_annot3(7,347000,351000,c(5,6,7,8))	NA	CO
52	WT5	1500	SK1-MLH3	5	7	138163	142353	138163	142353	139211	141305	(4:4aCO)	2_nonsis	0	2094	4189	1	0	0	0	138163	142353	248312	248886	0	1	100	1	1	0	1	1	0	0	140258	                      graph_bin_annot3(7,137000,143000,c(3,4,5,6))	NA	CO
60	WT5	1500	SK1-MLH3	5	8	68508	69003	70230	70950	68755.75	70589.75	06:02	1	1228	1834	2441	1	1834	1227	2442	68508_70230	69003_70950	70230_97875	70950_98291	6	1	10	1	0	1	1	1	1	1	69673	                      graph_bin_annot3(8,67000,71000,c(3,4))	NA	NCO
63	WT5	1500	SK1-MLH3	5	8	332305	333277	333277	336067	332791	334672	(6:2)_(4:4aCO)	2_nonsis	1	1881	3761	2	1881	0	3762	332305_333277	333277_336067	333277_526309	336067_562643	1	1	15	1	1	0	1	2	1	0	333732	                      graph_bin_annot3(8,331000,337000,c(3,4,7,8))	NA	CO
61	WT5	1500	SK1-MLH3	5	8	97875	98291	99526	100079	98082.75	99802.75	(2:6)_(4:4aCO)	2_nonsis	1236	1720	2203	2	1720	1235	2204	97875_99526	98291_100079	99526_231830	100079_239033	11	1	16	1	1	0	1	2	1	0	98943	                      graph_bin_annot3(8,96000,101000,c(3,4,5,6))	NA	CO
62	WT5	1500	SK1-MLH3	5	8	231830	239033	231830	239033	233631	237232	(4:4aCO)	2_nonsis	0	3601	7202	1	0	0	0	231830	239033	332305	333277	0	1	100	1	1	0	1	1	0	0	235432	                      graph_bin_annot3(8,230000,240000,c(1,2,3,4))	NA	CO
67	WT5	1500	SK1-MLH3	5	9	192753	193298	193298	193744	193025.25	193521.25	06:02	1	1	496	990	1	496	0	991	192753_193298	193298_193744	193298_386249	193744_386511	1	1	10	1	0	1	1	1	1	1	193273	                      graph_bin_annot3(9,191000,194000,c(7,8))	NA	NCO
69	WT5	1500	SK1-MLH3	5	9	404341	405278	405590	405749	404809.5	405669.5	06:02	1	313	860	1407	1	860	312	1408	404341_405590	405278_405749	405590_431755	405749_439888	4	1	10	1	0	1	1	1	1	1	405240	                      graph_bin_annot3(9,403000,406000,c(1,2))	NA	NCO
68	WT5	1500	SK1-MLH3	5	9	386249	386511	386823	387099	386380	386961	(2:6)_(4:4aCO)	2_nonsis	313	581	849	2	581	312	850	386249_386823	386511_387099	386823_404341	387099_405278	6	1	16	1	1	0	1	2	1	0	386671	                      graph_bin_annot3(9,385000,388000,c(1,2,7,8))	NA	CO
65	WT5	1500	SK1-MLH3	5	9	54480	55251	56256	57063	54865.5	56659.5	(2:6)_(4:4aCO)	2_nonsis	1006	1794	2582	2	1794	1005	2583	54480_56256	55251_57063	56256_134472	57063_135075	6	1	16	1	1	0	1	2	1	0	55763	                      graph_bin_annot3(9,53000,58000,c(1,2,3,4))	NA	CO
66	WT5	1500	SK1-MLH3	5	9	134472	135075	136762	138051	134773.5	137406.5	(2:6)_(4:4aCO)	2_nonsis	1688	2633	3578	2	2633	1687	3579	134472_136762	135075_138051	136762_192753	138051_193298	17	1	16	1	1	0	1	2	1	0	136090	                      graph_bin_annot3(9,133000,139000,c(5,6,7,8))	NA	CO
64	WT5	1500	SK1-MLH3	5	9	51147	51323	51323	51375	51235	51349	(0:8)_(4:4)	2_sis	1	114	227	0	114	0	228	51147_51323	51323_51375	51323_54480	51375_55251	1	0	1	2	0	2	2	2	2	2	51292	                      graph_bin_annot3(9,50000,52000,c(3,4,7,8))	NA	NCO
74	WT5	1500	SK1-MLH3	5	10	265760	265863	265863	266229	265811.75	266045.75	06:02	1	1	234	468	1	234	0	469	265760_265863	265863_266229	265863_276453	266229_277400	1	1	10	1	0	1	1	1	1	1	265929	                      graph_bin_annot3(10,264000,267000,c(5,6))	NA	NCO
72	WT5	1500	SK1-MLH3	5	10	96365	96721	97454	98106	96543	97780	06:02	1	734	1237	1740	1	1237	733	1741	96365_97454	96721_98106	97454_209763	98106_209814	14	1	10	1	0	1	1	1	1	1	97162	                      graph_bin_annot3(10,95000,99000,c(7,8))	NA	NCO
75	WT5	1500	SK1-MLH3	5	10	276453	277400	279398	280034	276926.25	279716.25	06:02	1	1999	2790	3580	1	2790	1998	3581	276453_279398	277400_280034	279398_453420	280034_456110	17	1	10	1	0	1	1	1	1	1	278321	                      graph_bin_annot3(10,275000,281000,c(1,2))	NA	NCO
77	WT5	1500	SK1-MLH3	5	10	465639	466454	467010	467754	466046.25	467382.25	02:06	1	557	1336	2114	1	1336	556	2115	465639_467010	466454_467754	467010_727128	467754_745751	3	1	10.1	1	0	1	1	1	1	1	466714	                      graph_bin_annot3(10,464000,468000,c(3,4))	NA	NCO
73	WT5	1500	SK1-MLH3	5	10	209763	209814	212108	215069	209788.5	213588.5	(6:2)_(4:4aCO)	2_nonsis	2295	3800	5305	2	3800	2294	5306	209763_212108	209814_215069	212108_265760	215069_265863	30	1	15	1	1	0	1	2	1	0	211689	                      graph_bin_annot3(10,208000,216000,c(5,6,7,8))	NA	CO
76	WT5	1500	SK1-MLH3	5	10	453420	456110	453420	456110	454093	455437	(4:4aCO)	2_nonsis	0	1344	2689	1	0	0	0	453420	456110	465639	466454	0	1	100	1	1	0	1	1	0	0	454765	                      graph_bin_annot3(10,452000,457000,c(1,2,7,8))	NA	CO
71	WT5	1500	SK1-MLH3	5	10	35035	37925	35035	37925	35758	37202	(4:4aCO)	2_nonsis	0	1444	2889	1	0	0	0	35035	37925	96365	96721	0	1	100	1	1	0	1	1	0	0	36480	                      graph_bin_annot3(10,34000,38000,c(1,2,5,6))	NA	CO
70	WT5	1500	SK1-MLH3	5	10	28314	28332	28332	28401	28322.75	28366.75	(0:8)_(4:4)	2_sis	1	44	86	0	44	0	87	28314_28332	28332_28401	28332_35035	28401_37925	1	0	1	2	0	2	2	2	2	2	28345	                      graph_bin_annot3(10,27000,29000,c(1,2,3,4))	NA	NCO
83	WT5	1500	SK1-MLH3	5	11	619260	619316	620200	620440	619288	620320	6:2_4:4_6:2	1	885	1032	1179	3	108_525_400	                      0_319_153	215_731_646	619260_619316_619794_620200	619316_619475_620047_620440	619316_619794_620200_658515	619475_620047_620440_666816	8	1	7	1	0	1	1	1	1	1	619804	                      graph_bin_annot3(11,618000,621000,c(1,2))	NA	NCO
81	WT5	1500	SK1-MLH3	5	11	339266	339536	343122	343477	339401.25	343299.25	6:2_4:4_6:2	1	3587	3898	4210	3	3612_75_212	                      3436_0_0	3787_150_424	339266_342972_343053_343122	339536_343053_343122_343477	342972_343053_343122_401769	343053_343122_343477_401890	26	1	7	1	0	1	1	1	1	1	341350	                      graph_bin_annot3(11,338000,344000,c(3,4))	NA	NCO
79	WT5	1500	SK1-MLH3	5	11	154842	156351	158889	159489	155596.75	159188.75	02:06	1	2539	3592	4646	1	3592	2538	4647	154842_158889	156351_159489	158889_211999	159489_213281	5	1	10.1	1	0	1	1	1	1	1	157393	                      graph_bin_annot3(11,153000,160000,c(3,4))	NA	NCO
82	WT5	1500	SK1-MLH3	5	11	401769	401890	402101	403748	401829.5	402924.5	(6:2)_(4:4aCO)	2_nonsis	212	1095	1978	2	1095	211	1979	401769_402101	401890_403748	402101_619260	403748_619316	2	1	15	1	1	0	1	2	1	0	402377	                      graph_bin_annot3(11,400000,404000,c(1,2,3,4))	NA	CO
80	WT5	1500	SK1-MLH3	5	11	211999	213281	211999	213281	212320	212960	(4:4aCO)	2_nonsis	0	640	1281	1	0	0	0	211999	213281	339266	339536	0	1	100	1	1	0	1	1	0	0	212640	                      graph_bin_annot3(11,210000,214000,c(3,4,7,8))	NA	CO
78	WT5	1500	SK1-MLH3	5	11	38261	38729	39899	40023	38495	39961	(6:2)_(4:4)_(2:6)_(6:2)_(4:4aCO)	2_nonsis	1171	1466	1761	5	276_199_572_420	                      0_0_57_0	552_398_1086_839	38261_38729_38813_39184_39899	38729_38813_39127_39899_40023	38729_38813_39184_39899_154842	38813_39127_39899_40023_156351	5	3	20	1	1	0	2	2	1	1	39228	                      graph_bin_annot3(11,37000,41000,c(3,4,7,8))	NA	CO
93	WT5	1500	SK1-MLH3	5	12	873300	874616	875793	876714	873957.75	876253.75	06:02	1	1178	2296	3413	1	2296	1177	3414	873300_875793	874616_876714	875793_922242	876714_922435	6	1	10	1	0	1	1	1	1	1	875106	                      graph_bin_annot3(12,872000,877000,c(1,2))	NA	NCO
95	WT5	1500	SK1-MLH3	5	12	989108	990158	990920	991134	989633	991027	02:06	1	763	1394	2025	1	1394	762	2026	989108_990920	990158_991134	990920_1012275	991134_1013013	5	1	10.1	1	0	1	1	1	1	1	990330	                      graph_bin_annot3(12,988000,992000,c(7,8))	NA	NCO
91	WT5	1500	SK1-MLH3	5	12	650767	658599	658599	659350	654682.75	658974.75	02:06	1	1	4292	8582	1	4292	0	8583	650767_658599	658599_659350	658599_823338	659350_823388	1	1	10.1	1	0	1	1	1	1	1	656829	                      graph_bin_annot3(12,649000,660000,c(5,6))	NA	NCO
94	WT5	1500	SK1-MLH3	5	12	922242	922435	924492	925665	922338.5	925078.5	(2:6)_(4:4aCO)_(2:6)_(4:4a)	2_nonsis	2058	2740	3422	4	592_796_1351	                      271_414_607	914_1179_2095	922242_922706_923570_924492	922435_923156_923885_925665	922706_923570_924492_989108	923156_923885_925665_990158	10	1	12	1	1	0	1	1	0	0	923709	                      graph_bin_annot3(12,921000,926000,c(3,4,7,8))	NA	CO
97	WT5	1500	SK1-MLH3	5	12	1031571	1031856	1034999	1035425	1031713.75	1035211.75	(2:6)_(4:4aCO)_(2:6)_(4:4a)_(2:6)_(4:4a)	2_nonsis	3144	3498	3853	6	1632_244_238_687_696	                      1418_0_0_453_315	1847_489_477_921_1077	1031571_1033274_1033418_1033763_1034348_1034999	1031856_1033418_1033763_1033895_1034684_1035425	1033274_1033418_1033763_1034348_1034999_1058899	1033418_1033763_1033895_1034684_1035425_1078177	18	1	12	1	1	0	1	1	0	0	1033463	                      graph_bin_annot3(12,1030000,1036000,c(5,6,7,8))	NA	CO
88	WT5	1500	SK1-MLH3	5	12	527822	528508	529715	530377	528165	530046	(6:2)_(4:4aCO)	2_nonsis	1208	1881	2554	2	1881	1207	2555	527822_529715	528508_530377	529715_581795	530377_582464	10	1	15	1	1	0	1	2	1	0	529106	                      graph_bin_annot3(12,526000,531000,c(1,2,3,4))	NA	CO
90	WT5	1500	SK1-MLH3	5	12	609572	609899	613482	614178	609735.75	613829.75	(6:2)_(4:4aCO)	2_nonsis	3584	4094	4605	2	4094	3583	4606	609572_613482	609899_614178	613482_650767	614178_658599	40	1	15	1	1	0	1	2	1	0	611783	                      graph_bin_annot3(12,608000,615000,c(1,2,5,6))	NA	CO
85	WT5	1500	SK1-MLH3	5	12	341005	341255	341336	341507	341129.75	341421.75	(2:6)_(4:4aCO)	2_nonsis	82	292	501	2	292	81	502	341005_341336	341255_341507	341336_398325	341507_399414	2	1	16	1	1	0	1	2	1	0	341276	                      graph_bin_annot3(12,340000,342000,c(3,4,5,6))	NA	CO
84	WT5	1500	SK1-MLH3	5	12	122930	123533	125849	126014	123231.5	125931.5	(2:6)_(4:4aCO)	2_nonsis	2317	2700	3083	2	2700	2316	3084	122930_125849	123533_126014	125849_341005	126014_341255	6	1	16	1	1	0	1	2	1	0	124582	                      graph_bin_annot3(12,121000,127000,c(5,6,7,8))	NA	CO
89	WT5	1500	SK1-MLH3	5	12	581795	582464	586855	588394	582129.5	587624.5	(2:6)_(4:4aCO)	2_nonsis	4392	5495	6598	2	5495	4391	6599	581795_586855	582464_588394	586855_609572	588394_609899	23	1	16	1	1	0	1	2	1	0	584877	                      graph_bin_annot3(12,580000,589000,c(3,4,7,8))	NA	CO
86	WT5	1500	SK1-MLH3	5	12	398325	399414	398325	399414	398597.5	399141.5	(4:4aCO)	2_nonsis	0	544	1088	1	0	0	0	398325	399414	430049	443030	0	1	100	1	1	0	1	1	0	0	398870	                      graph_bin_annot3(12,397000,400000,c(1,2,5,6))	NA	CO
87	WT5	1500	SK1-MLH3	5	12	430049	443030	430049	443030	433294.5	439784.5	(4:4aCO)	2_nonsis	0	6490	12980	1	0	0	0	430049	443030	527822	528508	0	1	100	1	1	0	1	1	0	0	436540	                      graph_bin_annot3(12,429000,444000,c(1,2,3,4))	NA	CO
96	WT5	1500	SK1-MLH3	5	12	1012275	1013013	1014541	1015543	1012644	1015042	(6:2)_(4:4aCO)_(2:6)_(4:4a)	2_nonsis	1529	2398	3267	4	1160_630_607	                      579_315_3	1742_946_1211	1012275_1013592_1014332_1014541	1013013_1014017_1014538_1015543	1013592_1014332_1014541_1031571	1014017_1014538_1015543_1031856	7	3	20	1	1	0	2	2	1	1	1013843	                      graph_bin_annot3(12,1011000,1016000,c(3,4,7,8))	NA	CO
92	WT5	1500	SK1-MLH3	5	12	823338	823388	823388	823394	823363	823391	(0:8)_(4:4)	2_sis	1	28	55	0	28	0	56	823338_823388	823388_823394	823388_873300	823394_874616	1	0	1	2	0	2	2	2	2	2	823377	                      graph_bin_annot3(12,822000,824000,c(3,4,5,6))	NA	NCO
104	WT5	1500	SK1-MLH3	5	13	715457	715573	716031	716317	715515	716174	06:02	1	459	659	859	1	659	458	860	715457_716031	715573_716317	716031_748010	716317_749228	10	1	10	1	0	1	1	1	1	1	715845	                      graph_bin_annot3(13,714000,717000,c(5,6))	NA	NCO
101	WT5	1500	SK1-MLH3	5	13	162681	163055	164532	165218	162868	164875	06:02	1	1478	2007	2536	1	2007	1477	2537	162681_164532	163055_165218	164532_299287	165218_302548	8	1	10	1	0	1	1	1	1	1	163872	                      graph_bin_annot3(13,161000,166000,c(7,8))	NA	NCO
103	WT5	1500	SK1-MLH3	5	13	552364	552464	552464	553241	552414.25	552852.25	02:06	1	1	438	876	1	438	0	877	552364_552464	552464_553241	552464_715457	553241_715573	1	1	10.1	1	0	1	1	1	1	1	552633	                      graph_bin_annot3(13,551000,554000,c(1,2))	NA	NCO
106	WT5	1500	SK1-MLH3	5	13	835854	837140	838336	838726	836497	838531	02:06	1	1197	2034	2871	1	2034	1196	2872	835854_838336	837140_838726	838336_917493	838726_924431	7	1	10.1	1	0	1	1	1	1	1	837514	                      graph_bin_annot3(13,834000,839000,c(1,2))	NA	NCO
99	WT5	1500	SK1-MLH3	5	13	76932	77019	77019	77482	76975.5	77250.5	(6:2)_(4:4aCO)	2_nonsis	1	275	549	2	275	0	550	76932_77019	77019_77482	77019_98310	77482_99579	1	1	15	1	1	0	1	2	1	0	77113	                      graph_bin_annot3(13,75000,78000,c(5,6,7,8))	NA	CO
100	WT5	1500	SK1-MLH3	5	13	98310	99579	100803	101681	98944.25	101242.25	(6:2)_(4:4aCO)	2_nonsis	1225	2298	3370	2	2298	1224	3371	98310_100803	99579_101681	100803_162681	101681_163055	10	1	15	1	1	0	1	2	1	0	100093	                      graph_bin_annot3(13,97000,102000,c(1,2,3,4))	NA	CO
105	WT5	1500	SK1-MLH3	5	13	748010	749228	749345	750227	748619	749786	(2:6)_(4:4aCO)	2_nonsis	118	1167	2216	2	1167	117	2217	748010_749345	749228_750227	749345_835854	750227_837140	2	1	16	1	1	0	1	2	1	0	749203	                      graph_bin_annot3(13,747000,751000,c(3,4,7,8))	NA	CO
98	WT5	1500	SK1-MLH3	5	13	31858	33899	33899	35238	32878.5	34568.5	(2:6)_(4:4aCO)	2_nonsis	1	1690	3379	2	1690	0	3380	31858_33899	33899_35238	33899_76932	35238_77019	1	1	16	1	1	0	1	2	1	0	33724	                      graph_bin_annot3(13,30000,36000,c(3,4,5,6))	NA	CO
102	WT5	1500	SK1-MLH3	5	13	299287	302548	303419	303638	300917.5	303528.5	(2:6)_(4:4aCO)	2_nonsis	872	2611	4350	2	2611	871	4351	299287_303419	302548_303638	303419_552364	303638_552464	3	1	16	1	1	0	1	2	1	0	302223	                      graph_bin_annot3(13,298000,304000,c(5,6,7,8))	NA	CO
