id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	CO_NCO	chromatids	len_min	len_mid	len_max	nb_seg	seg_len	seg_start	seg_stop	nb_snp	midpoint
37	sgs1_1	1500	sgs1	1	4	426949	427167	429760	431265	427057.75	430512.75	(2:6)_(4:4aCO)	CO	2_nonsis	2594	3455	4315	2	3455	                      427167_431265	429760_432172	11	428785
116	sgs1_1	1500	sgs1	1	9	270968	271272	274515	274971	271120	274743	(2:6)_(4:4aCO)	CO	2_nonsis	3244	3623	4002	2	3623	                      271272_274971	274515_300653	22	272932
66	sgs1_1	1500	sgs1	1	5	254390	255331	258665	260053	254860.25	259359.25	(2:6)_(4:4aCO)	CO	2_nonsis	3335	4499	5662	2	4499	                      255331_260053	258665_313202	14	257110
89	sgs1_1	1500	sgs1	1	7	596114	598684	600773	604124	597398.75	602448.75	(2:6)_(4:4aCO)	CO	2_nonsis	2090	5050	8009	2	5050	                      598684_604124	600773_651438	6	599924
226	sgs1_1	1500	sgs1	1	16	879930	880189	886184	886607	880059.5	886395.5	(2:6)_(4:4aCO)	CO	2_nonsis	5996	6336	6676	2	6336	                      880189_886607	886184_888543	91	883228
67	sgs1_1	1500	sgs1	1	5	313202	313615	319271	321397	313408.25	320334.25	(2:6)_(4:4aCO)	CO	2_nonsis	5657	6926	8194	2	6926	                      313615_321397	319271_328267	11	316871
221	sgs1_1	1500	sgs1	1	16	668761	668926	677833	678229	668843.25	678031.25	(2:6)_(4:4aCO)	CO	2_nonsis	8908	9188	9467	2	9188	                      668926_678229	677833_679619	59	673437
1	sgs1_1	1500	sgs1	1	1	69982	70025	69982	70025	69993	70014	(4:4aCO)	CO	2_nonsis	0	21	42	1	0	70025	75278	0	70004
132	sgs1_1	1500	sgs1	1	10	567054	567149	567054	567149	567078	567125	(4:4aCO)	CO	2_nonsis	0	47	94	1	0	567149	578565	0	567102
4	sgs1_1	1500	sgs1	1	1	127275	127411	127275	127411	127309	127377	(4:4aCO)	CO	2_nonsis	0	68	135	1	0	127411	128757	0	127343
74	sgs1_1	1500	sgs1	1	5	548128	548293	548128	548293	548169.5	548251.5	(4:4aCO)	CO	2_nonsis	0	82	164	1	0	548293	568479	0	548211
206	sgs1_1	1500	sgs1	1	15	450463	450652	450463	450652	450510.5	450604.5	(4:4aCO)	CO	2_nonsis	0	94	188	1	0	450652	590261	0	450558
114	sgs1_1	1500	sgs1	1	9	138050	138250	138050	138250	138100	138200	(4:4aCO)	CO	2_nonsis	0	100	199	1	0	138250	218798	0	138150
195	sgs1_1	1500	sgs1	1	14	411669	411930	411669	411930	411734.5	411864.5	(4:4aCO)	CO	2_nonsis	0	130	260	1	0	411930	502323	0	411800
98	sgs1_1	1500	sgs1	1	7	958626	958959	958626	958959	958709.5	958875.5	(4:4aCO)	CO	2_nonsis	0	166	332	1	0	958959	987997	0	958793
177	sgs1_1	1500	sgs1	1	13	73993	74346	73993	74346	74081.5	74257.5	(4:4aCO)	CO	2_nonsis	0	176	352	1	0	74346	120995	0	74170
3	sgs1_1	1500	sgs1	1	1	100274	100841	100274	100841	100416	100699	(4:4aCO)	CO	2_nonsis	0	283	566	1	0	100841	127275	0	100558
216	sgs1_1	1500	sgs1	1	16	223705	224304	223705	224304	223855	224154	(4:4aCO)	CO	2_nonsis	0	299	598	1	0	224304	292698	0	224005
168	sgs1_1	1500	sgs1	1	12	787756	788475	787756	788475	787936	788295	(4:4aCO)	CO	2_nonsis	0	359	718	1	0	788475	789615	0	788116
196	sgs1_1	1500	sgs1	1	14	502323	503198	502323	503198	502542	502979	(4:4aCO)	CO	2_nonsis	0	437	874	1	0	503198	514871	0	502761
128	sgs1_1	1500	sgs1	1	10	318537	319775	318537	319775	318846.5	319465.5	(4:4aCO)	CO	2_nonsis	0	619	1237	1	0	319775	347285	0	319156
154	sgs1_1	1500	sgs1	1	12	135030	136314	135030	136314	135351	135993	(4:4aCO)	CO	2_nonsis	0	642	1283	1	0	136314	184134	0	135672
118	sgs1_1	1500	sgs1	1	9	308676	310158	308676	310158	309046.5	309787.5	(4:4aCO)	CO	2_nonsis	0	741	1481	1	0	310158	310872	0	309417
137	sgs1_1	1500	sgs1	1	11	19942	21546	19942	21546	20343	21145	(4:4aCO)	CO	2_nonsis	0	802	1603	1	0	21546	114993	0	20744
143	sgs1_1	1500	sgs1	1	11	369332	371099	369332	371099	369774	370657	(4:4aCO)	CO	2_nonsis	0	883	1766	1	0	371099	372101	0	370216
145	sgs1_1	1500	sgs1	1	11	397590	399636	397590	399636	398101.5	399124.5	(4:4aCO)	CO	2_nonsis	0	1023	2045	1	0	399636	399984	0	398613
117	sgs1_1	1500	sgs1	1	9	300653	302869	300653	302869	301207	302315	(4:4aCO)	CO	2_nonsis	0	1108	2215	1	0	302869	308676	0	301761
23	sgs1_1	1500	sgs1	1	2	735227	737566	735227	737566	735812	736981	(4:4aCO)	CO	2_nonsis	0	1169	2338	1	0	737566	738942	0	736397
95	sgs1_1	1500	sgs1	1	7	835249	837783	835249	837783	835882.5	837149.5	(4:4aCO)	CO	2_nonsis	0	1267	2533	1	0	837783	848525	0	836516
208	sgs1_1	1500	sgs1	1	15	782475	785051	782475	785051	783119	784407	(4:4aCO)	CO	2_nonsis	0	1288	2575	1	0	785051	827652	0	783763
147	sgs1_1	1500	sgs1	1	11	463872	466602	463872	466602	464554.5	465919.5	(4:4aCO)	CO	2_nonsis	0	1365	2729	1	0	466602	512295	0	465237
5	sgs1_1	1500	sgs1	1	1	128757	131638	128757	131638	129477.5	130917.5	(4:4aCO)	CO	2_nonsis	0	1440	2880	1	0	131638	219001	0	130198
111	sgs1_1	1500	sgs1	1	8	487814	491020	487814	491020	488615.5	490218.5	(4:4aCO)	CO	2_nonsis	0	1603	3205	1	0	491020	505979	0	489417
211	sgs1_1	1500	sgs1	1	15	1014393	1017808	1014393	1017808	1015247	1016954	(4:4aCO)	CO	2_nonsis	0	1707	3414	1	0	1017808	1041404	0	1016101
203	sgs1_1	1500	sgs1	1	15	35914	39865	35914	39865	36902	38877	(4:4aCO)	CO	2_nonsis	0	1975	3950	1	0	39865	270090	0	37890
217	sgs1_1	1500	sgs1	1	16	292698	297827	292698	297827	293980.5	296544.5	(4:4aCO)	CO	2_nonsis	0	2564	5128	1	0	297827	373943	0	295263
150	sgs1_1	1500	sgs1	1	11	596792	606020	596792	606020	599099	603713	(4:4aCO)	CO	2_nonsis	0	4614	9227	1	0	606020	665023	0	601406
215	sgs1_1	1500	sgs1	1	16	183481	199137	183481	199137	187395	195223	(4:4aCO)	CO	2_nonsis	0	7828	15655	1	0	199137	223705	0	191309
138	sgs1_1	1500	sgs1	1	11	114993	116691	120273	120802	115841.75	120537.75	(2:6)_(6:2)_(4:4aCO)	CO	2_nonsis	3583	4696	5808	3	2873.0_1823.0	                      116691_119315_120802	118114_120273_222196	9	118190
153	sgs1_1	1500	sgs1	1	12	125127	125848	133122	133677	125487.5	133399.5	(2:6)_(4:4)_(2:6)_(4:4)_(6:2)_(4:4aCO)	CO	2_nonsis	7275	7912	8549	6	443.0_1039.0_4971.0_751.0_709.0	                      125848_126013_127005_132252_133122_133677	125848_126933_131627_132259_133122_135030	23	129444
58	sgs1_1	1500	sgs1	1	4	1496684	1496781	1499321	1499375	1496732.25	1499348.25	(6:2)_(4:4)_(6:2a)_(4:4)_(6:2a)_(4:4)_(6:2a)_(4:4)	NCO	2_sis	2541	2616	2690	0	221.0_213.0_273.0_391.0_903.0_390.0_226.0	                      1496781_1497126_1497207_1497672_1497874_1498908_1499283_1499375	1496781_1497126_1497207_1497786_1498557_1498962_1499321_1523057	14	1498040
59	sgs1_1	1500	sgs1	1	4	1523057	1523100	1523100	1523157	1523078.5	1523128.5	(6:2)_(4:4)	NCO	3	1	50	99	0	50	                      1523100_1523157	1523100_1523178	1	1523104
119	sgs1_1	1500	sgs1	1	9	310872	311137	312857	313896	311004.5	313376.5	(6:2)_(4:4)_(6:2a)_(4:4)	NCO	2_sis	1721	2372	3023	0	542.0_678.0_1153.0	                      311137_311951_312416_313896	311141_312032_312857_379410	10	312191
15	sgs1_1	1500	sgs1	1	2	468339	468560	468864	469080	468449.25	468972.25	(8:0)_(6:2)_(4:4aCO)	CO	3	305	523	740	0	230.0_293.0	                      468560_468798_469080	468560_468864_512987	3	468711
52	sgs1_1	1500	sgs1	1	4	1277370	1278461	1279177	1279409	1277915.25	1279293.25	(6:2)_(6:2a)_(4:4aCO)	CO	3	717	1378	2038	0	1170.0_208.0	                      1278461_1279141_1279409	1279030_1279177_1288083	8	1278604
65	sgs1_1	1500	sgs1	1	5	207772	207820	210613	210769	207796	210691	(2:6)_(6:2)_(4:4aCO)	CO	3	2794	2895	2996	0	1340.0_1555.0	                      207820_209423_210769	208849_210613_254390	21	209244
87	sgs1_1	1500	sgs1	1	7	355931	356396	358864	360444	356163.25	359654.25	(6:2)_(2:6)_(4:4aCO)	CO	4	2469	3491	4512	0	1428.0_2063.0	                      356396_357844_360444	357338_358864_448121	8	357909
92	sgs1_1	1500	sgs1	1	7	783991	784166	786496	786674	784078.25	786585.25	(6:2)_(2:6)_(4:4aCO)	CO	3	2331	2507	2682	0	695.0_1812.0	                      784166_785204_786674	784342_786496_801756	9	785332
102	sgs1_1	1500	sgs1	1	8	17125	17149	19169	19757	17137	19463	(6:2)_(4:4)_(6:2a)_(4:4aCO)	CO	3	2021	2326	2631	0	446.0_694.0_1187.0	                      17149_17639_18914_19757	17526_17639_19169_48297	9	18300
212	sgs1_1	1500	sgs1	1	15	1041404	1043116	1043499	1044931	1042260	1044215	(2:6)_(4:4aCO)	CO	3	384	1955	3526	0	1955	                      1043116_1044931	1043499_1078160	2	1043238
9	sgs1_1	1500	sgs1	1	2	191473	191531	192292	194229	191501.75	193260.75	(2:6)_(4:4aCO)_(4:4CO)	NCO	2_nonsis	762	1759	2755	0	410.0_1349.0	                      191531_192292_194229	191531_192292_216544	2	192381
21	sgs1_1	1500	sgs1	1	2	718345	719583	720274	720613	718963.75	720443.75	(2:6)_(4:4aCO)_(4:4CO)	NCO	2_nonsis	692	1480	2267	0	1176.0_304.0	                      719583_720274_720613	720005_720274_732118	3	719704
41	sgs1_1	1500	sgs1	1	4	616622	617840	620586	623030	617231	621808	(4:4aCO)_(6:2)_(4:4bCO)_(2:6)_(4:4aCO)	CO	3	2747	4577	6407	0	919.0_1252.0_453.0_1955.0	                      617840_618459_619619_620088_623030	617840_619183_619619_620586_699278	8	619520
50	sgs1_1	1500	sgs1	1	4	1028506	1036064	1037344	1039382	1032285	1038363	(6:2)_(4:4aCO)_(6:2)_(4:4CO)	NCO	2_nonsis	1281	6078	10875	0	4230.0_513.0_1335.0	                      1036064_1036854_1037202_1039382	1036176_1036854_1037344_1268640	5	1035324
148	sgs1_1	1500	sgs1	1	11	512295	512509	515029	515253	512402	515141	(6:2)_(4:4)_(2:6)_(2:6a)_(4:4aCO)_(4:4CO)	CO	3	2521	2739	2957	0	222.0_736.0_226.0_564.0_991.0	                      512509_512739_513404_513768_514311_515253	512509_513316_513404_513989_515029_533951	17	513772
156	sgs1_1	1500	sgs1	1	12	246917	247010	254322	254692	246963.25	254507.25	(2:6)_(4:4aCO)_(8:0)_(4:4a)_(4:4bCO)	CO	4	7313	7544	7774	0	5569.0_1071.0_461.0_443.0	                      247010_252616_253807_254322_254692	252449_253400_253807_254322_261031	48	250735
166	sgs1_1	1500	sgs1	1	12	602188	602340	603488	603568	602264	603528	(4:4aCO)_(6:2)_(4:4CO)	NCO	2_nonsis	1149	1264	1379	0	395.0_869.0	                      602340_602978_603568	602340_603488_703358	15	602896
170	sgs1_1	1500	sgs1	1	12	839572	839653	843399	844292	839612.5	843845.5	(2:6)_(4:4aCO)_(2:6a)_(4:4bCO)_(4:4aCO)	CO	3	3747	4233	4719	0	2088.0_849.0_536.0_762.0	                      839653_842328_842769_843399_844292	841072_842328_842769_843399_861960	19	841729
181	sgs1_1	1500	sgs1	1	13	390663	391418	399479	399708	391040.5	399593.5	(2:6)_(4:4)_(6:2)_(4:4aCO)_(2:6a)_(4:4a)_(2:6a)_(4:4CO)	CO	3	8062	8553	9044	0	4434.0_623.0_862.0_963.0_74.0_910.0_689.0	                      391418_395713_396482_397126_397946_398045_398993_399708	395236_395713_396792_397897_397946_398817_399479_483497	41	395317
197	sgs1_1	1500	sgs1	1	14	514871	515029	517850	518148	514950	517999	(2:6)_(4:4aCO)_(4:4CO)	NCO	2_nonsis	2822	3049	3276	0	2823.0_226.0	                      515029_517850_518148	517696_517850_590595	21	516475
204	sgs1_1	1500	sgs1	1	15	270090	271366	274196	274262	270728	274229	(6:2)_(4:4aCO)_(6:2)_(4:4CO)	NCO	2_nonsis	2831	3501	4171	0	1402.0_483.0_1617.0	                      271366_272236_272989_274262	272023_272236_274196_417237	13	272479
213	sgs1_1	1500	sgs1	1	16	43258	43601	47425	48109	43429.25	47767.25	(6:2)_(4:4aCO)_(6:2)_(4:4CO)	NCO	2_nonsis	3825	4338	4850	0	1154.0_102.0_3082.0	                      43601_44615_44755_48109	44552_44615_47425_127390	36	45598
342	sgs1_1	1500	sgs1	1	8	531291	556005	556005	562643	543648	559324		U	1	0	15676	31351	0	0	NA	NA	0	551486
405	sgs1_1	1500	sgs1	1	12	1055744	1056103	1064100	1078177	1055923.5	1071138.5	6:2_2:6	U	NA	7998	15215	22432	0	0	NA	NA	17	1063531
100	sgs1_10	1500	sgs1	10	10	256366	256877	259498	260288	256621.25	259893.25	6:2_4:4_6:2_4:4_6:2	NCO	1	2622	3272	3921	5	896.0_169.0_210.0_864.0_1133.0	                      256877_257596_257777_258016_259156_260288	257439_257596_257777_258364_259498_332024	21	258257
21	sgs1_10	1500	sgs1	10	4	123194	123440	125131	125402	123316.75	125266.75	2:6_4:4_2:6	NCO	1	1692	1950	2207	3	273.0_444.0_1233.0	                      123440_123740_124322_125402	123440_123746_125131_136203	5	124292
18	sgs1_10	1500	sgs1	10	3	82623	82710	82710	83020	82666.25	82865.25	06:02	NCO	1	1	199	396	1	199	                      82710_83020	82710_206079	1	82766
113	sgs1_10	1500	sgs1	10	11	316703	317019	317019	317193	316861	317106	06:02	NCO	1	1	245	489	1	245	                      317019_317193	317019_495174	1	316984
98	sgs1_10	1500	sgs1	10	10	189653	190300	190300	190558	189976.25	190429.25	06:02	NCO	1	1	453	904	1	453	                      190300_190558	190300_253434	1	190203
186	sgs1_10	1500	sgs1	10	16	646667	647319	647319	647620	646992.75	647469.75	06:02	NCO	1	1	477	952	1	477	                      647319_647620	647319_654495	1	647231
143	sgs1_10	1500	sgs1	10	13	491996	492358	492748	493333	492176.75	493040.75	06:02	NCO	1	391	864	1336	1	864	                      492358_493333	492748_535755	2	492609
73	sgs1_10	1500	sgs1	10	8	14945	16306	16324	16731	15625.5	16527.5	06:02	NCO	1	19	902	1785	1	902	                      16306_16731	16324_68364	2	16077
49	sgs1_10	1500	sgs1	10	5	335808	335922	335922	337668	335865	336795	06:02	NCO	1	1	930	1859	1	930	                      335922_337668	335922_340288	1	336330
47	sgs1_10	1500	sgs1	10	5	221495	222206	222206	223617	221850.5	222911.5	06:02	NCO	1	1	1061	2121	1	1061	                      222206_223617	222206_256375	1	222381
142	sgs1_10	1500	sgs1	10	13	387572	388395	389030	389273	387983.5	389151.5	06:02	NCO	1	636	1168	1700	1	1168	                      388395_389273	389030_491996	5	388568
83	sgs1_10	1500	sgs1	10	9	99441	99686	100595	101006	99563.5	100800.5	06:02	NCO	1	910	1237	1564	1	1237	                      99686_101006	100595_157216	7	100182
77	sgs1_10	1500	sgs1	10	8	207728	209404	209404	210494	208566	209949	06:02	NCO	1	1	1383	2765	1	1383	                      209404_210494	209404_351571	1	209258
13	sgs1_10	1500	sgs1	10	2	682444	683587	684266	684742	683015.25	684504.25	06:02	NCO	1	680	1489	2297	1	1489	                      683587_684742	684266_750152	2	683760
40	sgs1_10	1500	sgs1	10	4	1181615	1182004	1182004	1184598	1181809.25	1183301.25	06:02	NCO	1	1	1492	2982	1	1492	                      1182004_1184598	1182004_1265344	1	1182555
61	sgs1_10	1500	sgs1	10	7	243908	245153	245775	246464	244530.5	246119.5	06:02	NCO	1	623	1589	2555	1	1589	                      245153_246464	245775_270988	6	245325
151	sgs1_10	1500	sgs1	10	13	894038	896226	896226	897604	895132	896915	06:02	NCO	1	1	1783	3565	1	1783	                      896226_897604	896226_923211	1	896024
132	sgs1_10	1500	sgs1	10	12	826453	827342	828621	829268	826897.5	828944.5	06:02	NCO	1	1280	2047	2814	1	2047	                      827342_829268	828621_896731	6	827921
106	sgs1_10	1500	sgs1	10	10	636924	638720	640039	640226	637821.75	640132.75	06:02	NCO	1	1320	2311	3301	1	2311	                      638720_640226	640039_727118	17	638977
90	sgs1_10	1500	sgs1	10	9	423553	423932	426148	426343	423742.5	426245.5	06:02	NCO	1	2217	2503	2789	1	2503	                      423932_426343	426148_431751	32	424994
48	sgs1_10	1500	sgs1	10	5	256375	256998	258665	260053	256686.25	259359.25	06:02	NCO	1	1668	2673	3677	1	2673	                      256998_260053	258665_335808	6	258023
66	sgs1_10	1500	sgs1	10	7	724922	729379	729379	730609	727150.25	729994.25	06:02	NCO	1	1	2844	5686	1	2844	                      729379_730609	729379_803992	1	728572
141	sgs1_10	1500	sgs1	10	13	238751	239557	242235	242853	239154	242544	06:02	NCO	1	2679	3390	4101	1	3390	                      239557_242853	242235_387572	9	240849
170	sgs1_10	1500	sgs1	10	15	421531	421686	428243	428455	421608.25	428349.25	06:02	NCO	1	6558	6741	6923	1	6741	                      421686_428455	428243_502622	79	424979
42	sgs1_10	1500	sgs1	10	4	1405359	1405683	1411232	1414530	1405521	1412881	06:02	NCO	1	5550	7360	9170	1	7360	                      1405683_1414530	1411232_1523178	36	1409201
169	sgs1_10	1500	sgs1	10	15	410731	410754	410754	410873	410742.5	410813.5	02:06	NCO	1	1	71	141	1	71	                      410754_410873	410754_421531	1	410778
158	sgs1_10	1500	sgs1	10	14	506769	506907	506907	507054	506837.75	506980.75	02:06	NCO	1	1	143	284	1	143	                      506907_507054	506907_549322	1	506909
38	sgs1_10	1500	sgs1	10	4	966683	966950	966950	966977	966816.5	966963.5	02:06	NCO	1	1	147	293	1	147	                      966950_966977	966950_1089458	1	966890
27	sgs1_10	1500	sgs1	10	4	573926	574091	574091	574443	574008.25	574267.25	02:06	NCO	1	1	259	516	1	259	                      574091_574443	574091_591128	1	574138
32	sgs1_10	1500	sgs1	10	4	838117	838340	838340	838647	838228.5	838493.5	02:06	NCO	1	1	265	529	1	265	                      838340_838647	838340_845737	1	838361
33	sgs1_10	1500	sgs1	10	4	845737	846135	846135	846475	845936	846305	02:06	NCO	1	1	369	737	1	369	                      846135_846475	846135_847964	1	846121
189	sgs1_10	1500	sgs1	10	16	684715	685027	685027	685482	684870.75	685254.75	02:06	NCO	1	1	384	766	1	384	                      685027_685482	685027_780392	1	685063
28	sgs1_10	1500	sgs1	10	4	591128	591204	591204	592048	591166	591626	02:06	NCO	1	1	460	919	1	460	                      591204_592048	591204_699936	1	591396
85	sgs1_10	1500	sgs1	10	9	160454	160761	160761	161735	160607.25	161248.25	02:06	NCO	1	1	641	1280	1	641	                      160761_161735	160761_227461	1	160928
82	sgs1_10	1500	sgs1	10	9	47493	47766	47931	48626	47629.5	48278.5	02:06	NCO	1	166	649	1132	1	649	                      47766_48626	47931_99441	3	47954
153	sgs1_10	1500	sgs1	10	14	86790	86934	87439	87852	86861.75	87645.75	02:06	NCO	1	506	784	1061	1	784	                      86934_87852	87439_88974	5	87254
60	sgs1_10	1500	sgs1	10	7	197237	197471	198009	198280	197353.75	198144.75	02:06	NCO	1	539	791	1042	1	791	                      197471_198280	198009_243908	5	197749
1	sgs1_10	1500	sgs1	10	1	57321	57670	58167	59230	57495.5	58698.5	02:06	NCO	1	498	1203	1908	1	1203	                      57670_59230	58167_66130	3	58097
140	sgs1_10	1500	sgs1	10	13	217030	217508	218309	218786	217268.75	218547.75	02:06	NCO	1	802	1279	1755	1	1279	                      217508_218786	218309_238751	5	217908
75	sgs1_10	1500	sgs1	10	8	119497	119754	120440	121472	119625.25	120956.25	02:06	NCO	1	687	1331	1974	1	1331	                      119754_121472	120440_186650	4	120291
86	sgs1_10	1500	sgs1	10	9	227461	229512	229512	230144	228486.25	229828.25	02:06	NCO	1	1	1342	2682	1	1342	                      229512_230144	229512_261060	1	229157
162	sgs1_10	1500	sgs1	10	14	749453	750481	750481	752390	749966.75	751435.75	02:06	NCO	1	1	1469	2936	1	1469	                      750481_752390	750481_780902	1	750701
116	sgs1_10	1500	sgs1	10	12	20686	20945	22201	22395	20815.25	22298.25	02:06	NCO	1	1257	1483	1708	1	1483	                      20945_22395	22201_23568	21	21557
135	sgs1_10	1500	sgs1	10	12	1013130	1013589	1014538	1015231	1013359.5	1014884.5	02:06	NCO	1	950	1525	2100	1	1525	                      1013589_1015231	1014538_1027566	5	1014122
177	sgs1_10	1500	sgs1	10	15	988572	989362	989362	992005	988966.75	990683.75	02:06	NCO	1	1	1717	3432	1	1717	                      989362_992005	989362_1009381	1	989825
96	sgs1_10	1500	sgs1	10	10	141739	141896	143162	143987	141817.5	143574.5	02:06	NCO	1	1267	1757	2247	1	1757	                      141896_143987	143162_186678	15	142696
183	sgs1_10	1500	sgs1	10	16	217556	217928	219322	219976	217742	219649	02:06	NCO	1	1395	1907	2419	1	1907	                      217928_219976	219322_292698	10	218696
69	sgs1_10	1500	sgs1	10	7	919536	921313	922096	922625	920424.5	922360.5	02:06	NCO	1	784	1936	3088	1	1936	                      921313_922625	922096_985223	4	921393
157	sgs1_10	1500	sgs1	10	14	444711	445058	446768	447435	444884.5	447101.5	02:06	NCO	1	1711	2217	2723	1	2217	                      445058_447435	446768_506769	10	445993
128	sgs1_10	1500	sgs1	10	12	635393	636402	636839	639535	635897.25	638187.25	02:06	NCO	1	438	2290	4141	1	2290	                      636402_639535	636839_679182	2	637042
36	sgs1_10	1500	sgs1	10	4	884759	889120	889120	890630	886939.25	889875.25	02:06	NCO	1	1	2936	5870	1	2936	                      889120_890630	889120_890630	1	888407
16	sgs1_10	1500	sgs1	10	2	787990	792144	792228	795750	790067	793989	02:06	NCO	1	85	3922	7759	1	3922	                      792144_795750	792228_801920	3	792028
50	sgs1_10	1500	sgs1	10	5	340288	342620	345200	345709	341453.75	345454.75	02:06	NCO	1	2581	4001	5420	1	4001	                      342620_345709	345200_435960	9	343454
187	sgs1_10	1500	sgs1	10	16	654495	654903	658635	659100	654698.75	658867.75	02:06	NCO	1	3733	4169	4604	1	4169	                      654903_659100	658635_681807	27	656783
120	sgs1_10	1500	sgs1	10	12	152312	155980	155980	160953	154145.75	158466.75	02:06	NCO	1	1	4321	8640	1	4321	                      155980_160953	155980_199044	1	156306
127	sgs1_10	1500	sgs1	10	12	539907	540221	543731	545569	540064	544650	02:06	NCO	1	3511	4586	5661	1	4586	                      540221_545569	543731_635393	28	542357
156	sgs1_10	1500	sgs1	10	14	436638	437118	442500	442650	436878	442575	02:06	NCO	1	5383	5697	6011	1	5697	                      437118_442650	442500_444711	28	439727
5	sgs1_10	1500	sgs1	10	2	97886	98864	103654	104643	98374.75	104148.75	02:06	NCO	1	4791	5774	6756	1	5774	                      98864_104643	103654_210977	29	101262
26	sgs1_10	1500	sgs1	10	4	527528	538172	538172	539095	532849.75	538633.75	02:06	NCO	1	1	5784	11566	1	5784	                      538172_539095	538172_573926	1	535742
84	sgs1_10	1500	sgs1	10	9	157216	157360	157964	158273	157287.75	158118.75	6:2_4:4_2:6	NCO	2_nonsis	605	831	1056	3	200.0_299.0_332.0	                      157360_157616_157958_158273	157360_157616_157964_160454	4	157703
78	sgs1_10	1500	sgs1	10	8	351571	351604	356289	357049	351587.25	356669.25	6:2_4:4_6:2_2:6	NCO	2_nonsis	4686	5082	5477	4	104.0_360.0_803.0_3815.0	                      351604_351770_352210_353498_357049	351613_351892_352210_356289_421696	26	354128
41	sgs1_10	1500	sgs1	10	4	1265344	1266563	1272741	1273330	1265953.5	1273035.5	6:2_2:6_4:4_2:6_4:4_2:6_4:4_2:6	NCO	2_nonsis	6179	7082	7985	8	1460.0_1819.0_1495.0_822.0_173.0_57.0_121.0_1137.0	                      1266563_1267733_1269570_1270895_1271694_1271748_1271805_1271992_1273330	1267094_1268894_1270559_1271403_1271694_1271751_1271805_1272741_1405359	25	1269495
24	sgs1_10	1500	sgs1	10	4	364908	365740	365897	366675	365324	366286	(4:4aCO)_(6:2)_(4:4a)	CO	2_nonsis	158	962	1766	3	457.0_506.0	                      365740_365821_366675	365740_365897_485721	3	365805
168	sgs1_10	1500	sgs1	10	15	284268	284477	287009	287384	284372.5	287196.5	(6:2)_(4:4)_(4:4aCO)	CO	2_nonsis	2533	2824	3115	3	1973.0_851.0	                      284477_286371_287384	286320_287009_410731	22	285785
30	sgs1_10	1500	sgs1	10	4	713869	714481	716658	717375	714174.75	717016.75	(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	2178	2842	3505	3	359.0_2483.0	                      714481_714586_717375	714481_716658_832351	28	715596
94	sgs1_10	1500	sgs1	10	10	75698	75960	76841	77139	75829	76990	(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	882	1161	1440	4	187.0_237.0_737.0	                      75960_76072_76434_77139	75960_76072_76841_122690	9	76410
112	sgs1_10	1500	sgs1	10	11	262669	263517	264853	265555	263093	265204	(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	1337	2111	2885	4	794.0_300.0_1018.0	                      263517_263913_264460_265555	263860_263913_264853_316703	8	264149
54	sgs1_10	1500	sgs1	10	6	87998	88506	91335	91859	88252	91597	(2:6)_(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	2830	3345	3860	4	356.0_396.0_2594.0	                      88506_88709_89066_91859	88506_88940_91335_203994	23	89925
131	sgs1_10	1500	sgs1	10	12	796132	796232	799490	799693	796181.75	799591.75	(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	3259	3410	3560	4	1904.0_116.0_1391.0	                      796232_798121_798281_799693	798050_798121_799490_826453	31	797887
19	sgs1_10	1500	sgs1	10	3	206079	207082	210631	210960	206580.5	210795.5	(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	3550	4215	4880	4	1578.0_626.0_2012.0	                      207082_208230_208869_210960	208086_208698_210631_225410	27	208688
87	sgs1_10	1500	sgs1	10	9	261060	266716	268689	269348	263887.75	269018.75	(2:6)_(4:4aCO)_(2:6)_(4:4a)	CO	2_nonsis	1974	5131	8287	4	4336.0_114.0_681.0	                      266716_268261_268398_269348	268187_268277_268689_336866	15	266453
59	sgs1_10	1500	sgs1	10	7	35543	41268	44308	44898	38405.25	44603.25	(2:6)_(4:4)_(2:6)_(4:4aCO)	CO	2_nonsis	3041	6198	9354	4	5192.0_456.0_550.0	                      41268_43794_44308_44898	43400_43798_44308_197237	11	41504
14	sgs1_10	1500	sgs1	10	2	750152	750644	752713	752739	750398	752726	(4:4aCO)_(6:2)_(4:4a)_(6:2)_(4:4a)	CO	2_nonsis	2070	2328	2586	5	524.0_217.0_1176.0_412.0	                      750644_750965_751312_752324_752739	750878_750965_752305_752713_757509	23	751562
81	sgs1_10	1500	sgs1	10	9	29700	30915	36687	37634	30307.5	37160.5	(6:2)_(4:4)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	CO	2_nonsis	5773	6853	7933	6	1908.0_566.0_3262.0_118.0_1000.0	                      30915_32483_32809_36103_36218_37634	31948_32753_35983_36103_36687_47493	77	33734
161	sgs1_10	1500	sgs1	10	14	678324	678584	678584	678761	678453.75	678672.75	(6:2)_(4:4aCO)	CO	2_nonsis	1	219	436	2	219	                      678584_678761	678584_749453	1	678563
