id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	commande	Notes	B_type	CO_NCO
70	TMZ4	1500	TMZ	4	4	368735	369582	369582	369971	369158.5	369776.5	06:02	1	1	618	1235	1	618	0	1236	368735_369582	369582_369971	369582_376661	369971_376867	351.4	103	3.42	1	1	56	1	10	1	0	1	1	1	1	1	369582	                      graph_bin_annot3(4,367000,370000,c(5,6))		Full Conversion	NCO
71	TMZ4	1500	TMZ	4	4	376661	376867	380668	381268	376764	380968	(3:5)_(4:4)_(3:5)_(2:6)_(4:4aCO)	2_nonsis	3802	4204	4606	5	258_534_1083_2329	                      0_0_581_1907	515_1069_1585_2751	376661_376867_377176_378517_380668	376867_377176_377936_378761_381268	376867_377176_378517_380668_416574	377176_377936_378761_381268_416628	39.98	384	0.1	20	1_1_4_14	1_1_1_2	1	12	1	1	0	1	1	0	0	380668	                      graph_bin_annot3(4,375000,382000,c(1,2,5,6))		One-Sided Unidirectional	CO
72	TMZ4	1500	TMZ	4	4	416574	416628	417459	417819	416601	417639	5:3_4:4_5:3	1	832	1038	1244	3	342_212_484	                      244_89_253	441_334_715	416574_416872_417104_417459	416628_417015_417206_417819	416872_417104_417459_477804	417015_417206_417819_477857	59.22	104	0.57	10	5_2_3	2_2_2	1	3	1	0	1	1	1	1	1	417459	                      graph_bin_annot3(4,415000,418000,c(1,2))		One-Sided + patch	NCO
73	TMZ4	1500	TMZ	4	4	477804	477857	483837	484026	477830.5	483931.5	(5:3)_(4:4)_(5:3)_(6:2)_(4:4aCO)_(6:2)_(4:4a)	2_nonsis	5981	6101	6221	7	2180_104_2248_1098_62_408	                      2089_20_1915_746_0_292	2272_189_2580_1451_123_525	477804_479946_480096_482050_483422_483501_483837	477857_480076_480135_482676_483501_483545_484026	479946_480096_482050_483422_483501_483837_511129	480076_480135_482676_483501_483545_484026_511385	247.26	518	0.48	51	11_2_19_10_1_8	4_4_4_3_56_56	1	12	1	1	0	1	1	0	0	483837	                      graph_bin_annot3(4,476000,485000,c(3,4,5,6))		One-Sided Unidirectional	CO
74	TMZ4	1500	TMZ	4	4	511129	511385	512921	519856	511256.75	516388.75	5:3_4:4_5:3	1	1537	5132	8726	3	536_300_4296	                      385_0_551	686_600_8041	511129_511770_511815_512921	511385_511815_512370_519856	511770_511815_512921_587057	511815_512370_519856_588381	159.41	727	0.22	30	7_1_22	2_2_2	1	3	1	0	1	1	1	1	1	512921	                      graph_bin_annot3(4,510000,520000,c(1,2))		One-Sided + patch	NCO
75	TMZ4	1500	TMZ	4	4	587057	588381	588583	588705	587719	588644	03:05	1	203	925	1647	1	925	202	1648	587057_588583	588381_588705	588583_609437	588705_609602	132.76	137	0.97	5	5	3	1	2	1	0	1	1	1	1	1	588583	                      graph_bin_annot3(4,586000,589000,c(3,4))		One-Sided	NCO
76	TMZ4	1500	TMZ	4	4	609437	609602	610896	611056	609519.75	610975.75	03:05	1	1295	1456	1618	1	1456	1294	1619	609437_610896	609602_611056	610896_654890	611056_655011	129.31	135	0.96	7	7	3	1	2	1	0	1	1	1	1	1	610896	                      graph_bin_annot3(4,608000,612000,c(3,4))		One-Sided	NCO
77	TMZ4	1500	TMZ	4	4	654890	655011	655491	656349	654950.25	655920.25	06:02	1	481	970	1458	1	970	480	1459	654890_655491	655011_656349	655491_670771	656349_671025	42.44	121	0.35	4	4	56	1	10	1	0	1	1	1	1	1	655491	                      graph_bin_annot3(4,653000,657000,c(5,6))		Full Conversion	NCO
78	TMZ4	1500	TMZ	4	4	670771	671025	671041	671379	670898	671210	03:05	1	17	312	607	1	312	16	608	670771_671041	671025_671379	671041_703572	671379_703850	86.86	51	1.72	2	2	7	1	2	1	0	1	1	1	1	1	671041	                      graph_bin_annot3(4,669000,672000,c(7,8))		One-Sided	NCO
79	TMZ4	1500	TMZ	4	4	703572	703850	713520	713871	703711.25	713695.25	5:3_4:4_5:3_6:2_4:4ai_5:3_4:4ai_5:3a_6:2_5:3	2_nonsis	9671	9984	10298	10	3564_94_1422_586_402_274_2880_244_85_434	                      3357_0_945_20_179_120_2757_157_0_184	3770_189_1899_1151_626_429_3002_330_170_684	703572_707207_707342_708341_709261_709671_710007_712857_713166_713187_713520	703850_707342_707396_709241_709492_709887_710100_713009_713187_713336_713871	707207_707342_708341_709261_709671_710007_712857_713166_713187_713520_716407	707342_707396_709241_709492_709887_710100_713009_713187_713336_713871_716464	789.66	857	0.92	61	7_1_5_4_3_3_26_6_1_5	2_2_2_1_13_3_3_1_3_1	3	31	1	0	1	1	2	2	1	713520	                      graph_bin_annot3(4,702000,714000,c(1,2,3,4))		Two Chr	NCO
80	TMZ4	1500	TMZ	4	4	716407	716464	717012	717247	716435.5	717129.5	5:3_4:4_5:3	1	549	694	839	3	332_196_166	                      238_83_0	425_310_332	716407_716702_716915_717012	716464_716832_717012_717247	716702_716915_717012_769848	716832_717012_717247_770035	171.26	70	2.45	12	9_2_1	2_2_2	1	3	1	0	1	1	1	1	1	717012	                      graph_bin_annot3(4,715000,718000,c(1,2))		One-Sided + patch	NCO
81	TMZ4	1500	TMZ	4	4	769848	770035	770047	770136	769941.5	770091.5	03:05	1	13	150	287	1	150	12	288	769848_770047	770035_770136	770047_802553	770136_802610	209.26	24	8.76	2	2	7	1	2	1	0	1	1	1	1	1	770047	                      graph_bin_annot3(4,768000,771000,c(7,8))		One-Sided	NCO
82	TMZ4	1500	TMZ	4	4	802553	802610	802666	802711	802581.5	802688.5	06:02	1	57	107	157	1	107	56	158	802553_802666	802610_802711	802666_836148	802711_836436	24.68	13	1.89	3	3	56	1	10	1	0	1	1	1	1	1	802666	                      graph_bin_annot3(4,801000,803000,c(5,6))		Full Conversion	NCO
83	TMZ4	1500	TMZ	4	4	836148	836436	836867	837275	836292	837071	03:05	1	432	779	1126	1	779	431	1127	836148_836867	836436_837275	836867_860927	837275_861257	529.57	94	5.65	4	4	3	1	2	1	0	1	1	1	1	1	836867	                      graph_bin_annot3(4,835000,838000,c(3,4))		One-Sided	NCO
84	TMZ4	1500	TMZ	4	4	860927	861257	861727	862580	861091.75	862153.75	05:03	1	471	1062	1652	1	1062	470	1653	860927_861727	861257_862580	861727_866998	862580_867508	667.76	138	4.85	3	3	2	1	1	1	0	1	1	1	1	1	861727	                      graph_bin_annot3(4,859000,863000,c(1,2))		One-Sided	NCO
85	TMZ4	1500	TMZ	4	4	866998	867508	867508	867984	867253	867746	03:05	1	1	493	985	1	493	0	986	866998_867508	867508_867984	867508_915507	867984_916363	157.93	82	1.93	1	1	3	1	2	1	0	1	1	1	1	1	867508	                      graph_bin_annot3(4,865000,868000,c(3,4))		One-Sided	NCO
86	TMZ4	1500	TMZ	4	4	915507	916363	916363	917310	915934.75	916836.75	06:02	1	1	902	1802	1	902	0	1803	915507_916363	916363_917310	916363_930421	917310_931988	106.6	150	0.71	1	1	56	1	10	1	0	1	1	1	1	1	916363	                      graph_bin_annot3(4,914000,918000,c(5,6))		Full Conversion	NCO
87	TMZ4	1500	TMZ	4	4	930421	931988	931988	932298	931204.75	932142.75	03:05	1	1	938	1876	1	938	0	1877	930421_931988	931988_932298	931988_954475	932298_954530	549.8	156	3.52	1	1	7	1	2	1	0	1	1	1	1	1	931988	                      graph_bin_annot3(4,929000,933000,c(7,8))		One-Sided	NCO
88	TMZ4	1500	TMZ	4	4	954475	954530	955574	955620	954502.75	955596.75	3:5_4:4_3:5	1	1045	1094	1144	3	617_66_412	                      569_0_344	665_131_480	954475_955099_955140_955574	954530_955140_955230_955620	955099_955140_955574_981096	955140_955230_955620_992975	919.96	95	9.66	10	6_1_3	3_3_3	1	4	1	0	1	1	1	1	1	955574	                      graph_bin_annot3(4,953000,956000,c(3,4))		One-Sided + patch	NCO
89	TMZ4	1500	TMZ	4	4	981096	992975	993571	993715	987035.25	993643.25	5:3_6:2_5:3_4:4_5:3	1	597	6608	12618	5	5961_31_21_167_428	                      0_0_0_68_268	11922_62_42_266_587	981096_992975_993018_993037_993128_993571	992975_993018_993037_993060_993303_993715	992975_993018_993037_993128_993571_1011449	993018_993037_993060_993303_993715_1011936	341.53	1051	0.33	11	1_1_1_3_5	2_1_1_2_2	1	3	1	0	1	1	1	1	1	993571	                      graph_bin_annot3(4,980000,994000,c(1,2))		One-Sided + patch	NCO
90	TMZ4	1500	TMZ	4	4	1011449	1011936	1011936	1011970	1011692.75	1011952.75	06:02	1	1	260	520	1	260	0	521	1011449_1011936	1011936_1011970	1011936_1044635	1011970_1045062	409.64	43	9.46	1	1	56	1	10	1	0	1	1	1	1	1	1011936	                      graph_bin_annot3(4,1010000,1012000,c(5,6))		Full Conversion	NCO
91	TMZ4	1500	TMZ	4	4	1044635	1045062	1045311	1045482	1044848.5	1045396.5	3:5_2:6_3:5	1	250	548	846	3	368_82_97	                      84_0_0	653_165_194	1044635_1045146_1045288_1045311	1045062_1045288_1045311_1045482	1045146_1045288_1045311_1048403	1045288_1045311_1045482_1049195	164.84	70	2.34	7	5_1_1	7_8_8	1	4	1	0	1	1	1	1	1	1045311	                      graph_bin_annot3(4,1043000,1046000,c(7,8))		One-Sided + patch	NCO
92	TMZ4	1500	TMZ	4	4	1048403	1049195	1049210	1049309	1048799.25	1049259.25	03:05	1	16	460	905	1	460	15	906	1048403_1049210	1049195_1049309	1049210_1079258	1049309_1079450	3.95	75	0.05	2	2	3	1	2	1	0	1	1	1	1	1	1049210	                      graph_bin_annot3(4,1047000,1050000,c(3,4))		One-Sided	NCO
93	TMZ4	1500	TMZ	4	4	1079258	1079450	1080869	1080944	1079354.25	1080906.25	05:03	1	1420	1552	1685	1	1552	1419	1686	1079258_1080869	1079450_1080944	1080869_1084864	1080944_1085054	1443.11	140	10.29	10	10	2	1	1	1	0	1	1	1	1	1	1080869	                      graph_bin_annot3(4,1078000,1081000,c(1,2))		One-Sided	NCO
94	TMZ4	1500	TMZ	4	4	1084864	1085054	1085100	1085571	1084959.25	1085335.25	03:05	1	47	376	706	1	376	46	707	1084864_1085100	1085054_1085571	1085100_1092561	1085571_1092723	97.23	59	1.65	2	2	7	1	2	1	0	1	1	1	1	1	1085100	                      graph_bin_annot3(4,1083000,1086000,c(7,8))		One-Sided	NCO
95	TMZ4	1500	TMZ	4	4	1092561	1092723	1092764	1092871	1092641.75	1092817.75	02:06	1	42	176	309	1	176	41	310	1092561_1092764	1092723_1092871	1092764_1109982	1092871_1111210	132.27	26	5.14	2	2	78	1	10.1	1	0	1	1	1	1	1	1092764	                      graph_bin_annot3(4,1091000,1093000,c(7,8))		Full Conversion	NCO
96	TMZ4	1500	TMZ	4	4	1109982	1111210	1111980	1112793	1110596.25	1112386.25	02:06	1	771	1790	2810	1	1790	770	2811	1109982_1111980	1111210_1112793	1111980_1145144	1112793_1145628	268.49	234	1.15	8	8	78	1	10.1	1	0	1	1	1	1	1	1111980	                      graph_bin_annot3(4,1108000,1113000,c(7,8))		Full Conversion	NCO
97	TMZ4	1500	TMZ	4	4	1145144	1145628	1145628	1146376	1145386	1146002	06:02	1	1	616	1231	1	616	0	1232	1145144_1145628	1145628_1146376	1145628_1178260	1146376_1178525	168.79	102	1.65	1	1	56	1	10	1	0	1	1	1	1	1	1145628	                      graph_bin_annot3(4,1144000,1147000,c(5,6))		Full Conversion	NCO
98	TMZ4	1500	TMZ	4	4	1178260	1178525	1181332	1181427	1178392.5	1181379.5	06:02	1	2808	2987	3166	1	2987	2807	3167	1178260_1181332	1178525_1181427	1181332_1266546	1181427_1266696	19.25	264	0.07	10	10	56	1	10	1	0	1	1	1	1	1	1181332	                      graph_bin_annot3(4,1177000,1182000,c(5,6))		Full Conversion	NCO
99	TMZ4	1500	TMZ	4	4	1266546	1266696	1267740	1267818	1266621	1267779	3:5_4:4_3:5	1	1045	1158	1271	3	267_458_433	                      128_0_0	406_916_866	1266546_1266824_1266952_1267740	1266696_1266952_1267740_1267818	1266824_1266952_1267740_1292723	1266952_1267740_1267818_1293200	172.25	106	1.63	4	2_1_1	3_3_3	1	4	1	0	1	1	1	1	1	1267740	                      graph_bin_annot3(4,1265000,1268000,c(3,4))		One-Sided + patch	NCO
100	TMZ4	1500	TMZ	4	4	1292723	1293200	1293240	1293368	1292961.75	1293303.75	03:05	1	41	342	644	1	342	40	645	1292723_1293240	1293200_1293368	1293240_1330559	1293368_1330650	113.02	54	2.11	3	3	7	1	2	1	0	1	1	1	1	1	1293240	                      graph_bin_annot3(4,1291000,1294000,c(7,8))		One-Sided	NCO
101	TMZ4	1500	TMZ	4	4	1330559	1330650	1331029	1331329	1330604.75	1331178.75	3:5_4:4_3:5	1	380	574	769	3	70_306_198	                      0_234_0	141_379_395	1330559_1330650_1330934_1331029	1330650_1330700_1331029_1331329	1330650_1330934_1331029_1341564	1330700_1331029_1331329_1341577	117.96	64	1.84	7	1_5_1	7_7_7	1	4	1	0	1	1	1	1	1	1331029	                      graph_bin_annot3(4,1329000,1332000,c(7,8))		One-Sided + patch	NCO
102	TMZ4	1500	TMZ	4	4	1341564	1341577	1344235	1344556	1341570.5	1344395.5	(6:2)_(5:3)_(4:4aCO)	2_nonsis	2659	2825	2991	3	799_2026	                      729_1802	869_2250	1341564_1342306_1344235	1341577_1342433_1344556	1342306_1344235_1419516	1342433_1344556_1419978	421.98	249	1.69	25	9_16	56_3	1	8	1	1	0	1	1	0	0	1344235	                      graph_bin_annot3(4,1340000,1345000,c(3,4,5,6))		One-Sided Unidirectional	CO
103	TMZ4	1500	TMZ	4	4	1419516	1419978	1420941	1421204	1419746.75	1421072.75	(5:3)_(5:3a)_(4:4)	2_sis	964	1326	1687	0	320_1006	                      0_786	639_1226	1419516_1419978_1420941	1419978_1420155_1421204	1419978_1420941_1433144	1420155_1421204_1433570	1756.51	140	12.5	9	1_8	4_24	0	1	2	0	2	2	2	2	2	1420941	                      graph_bin_annot3(4,1418000,1422000,c(1,2,3,4))		2-sis NCO	NCO
104	TMZ4	1500	TMZ	4	4	1433144	1433570	1434754	1434866	1433357	1434810	03:05	1	1185	1453	1721	1	1453	1184	1722	1433144_1434754	1433570_1434866	1434754_1468381	1434866_1468657	688.98	143	4.81	12	12	7	1	2	1	0	1	1	1	1	1	1434754	                      graph_bin_annot3(4,1432000,1435000,c(7,8))		One-Sided	NCO
105	TMZ4	1500	TMZ	4	4	1468381	1468657	1468657	1468714	1468519.25	1468685.25	02:06	1	1	166	332	1	166	0	333	1468381_1468657	1468657_1468714	1468657_1490210	1468714_1490249	808.42	28	29.25	1	1	78	1	10.1	1	0	1	1	1	1	1	1468657	                      graph_bin_annot3(4,1467000,1469000,c(7,8))		Full Conversion	NCO
106	TMZ4	1500	TMZ	4	4	1490210	1490249	1490249	1490604	1490229.5	1490426.5	05:03	1	1	197	393	1	197	0	394	1490210_1490249	1490249_1490604	1490249_1523226	1490604_1523326	66.63	33	2.04	1	1	4	1	1	1	0	1	1	1	1	1	1490249	                      graph_bin_annot3(4,1489000,1491000,c(3,4))		One-Sided	NCO
107	TMZ4	1500	TMZ	4	5	18839	18930	18992	19001	18884.5	18996.5	3:5_2:6	1	63	112	161	2	86_26	                      19_0	153_52	18839_18949_18992	18930_18992_19001	18949_18992_19005	18992_19001_23151	3.95	13	0.29	4	3_1	5_6	1	8	1	0	1	1	1	1	1	18992	                      graph_bin_annot3(5,17000,20000,c(5,6))		Full Conversion	NCO
108	TMZ4	1500	TMZ	4	5	19005	23151	23160	23192	21078	23176	03:05	1	10	2098	4186	1	2098	9	4187	19005_23160	23151_23192	23160_41961	23192_42216	4.94	349	0.01	2	2	5	1	2	1	0	1	1	1	1	1	23160	                      graph_bin_annot3(5,18000,24000,c(5,6))		One-Sided	NCO
109	TMZ4	1500	TMZ	4	5	41961	42216	42646	42708	42088.75	42676.75	(2:6)_(6:2i)_(4:4)	3	431	588	746	0	432_156	                      180_0	685_312	41961_42396_42646	42216_42646_42708	42396_42646_51501	42646_42708_51579	386.94	62	6.23	7	6_1	56_2456	0	1	2	0	2	2	2	2	2	42646	                      graph_bin_annot3(5,40000,43000,c(1,2,3,4,5,6))		2-sis NCO	NCO
110	TMZ4	1500	TMZ	4	5	51501	51579	51579	51780	51539.75	51679.75	05:03	1	1	140	278	1	140	0	279	51501_51579	51579_51780	51579_79940	51780_80081	58.24	23	2.52	1	1	4	1	1	1	0	1	1	1	1	1	51579	                      graph_bin_annot3(5,50000,52000,c(3,4))		One-Sided	NCO
111	TMZ4	1500	TMZ	4	5	79940	80081	80737	81049	80010.75	80892.75	2:6_4:4_2:6	1	657	882	1108	3	79_153_650	                      2_86_434	156_220_867	79940_80083_80182_80737	80081_80096_80303_81049	80083_80182_80737_109005	80096_80303_81049_109461	502.42	92	5.45	15	2_3_10	56_56_56	1	8	1	0	1	1	1	1	1	80737	                      graph_bin_annot3(5,78000,82000,c(5,6))		Full Conversion	NCO
112	TMZ4	1500	TMZ	4	5	109005	109461	109559	109995	109233	109777	05:03	1	99	544	989	1	544	98	990	109005_109559	109461_109995	109559_158931	109995_159422	3.45	82	0.04	2	2	2	1	1	1	0	1	1	1	1	1	109559	                      graph_bin_annot3(5,108000,110000,c(1,2))		One-Sided	NCO
113	TMZ4	1500	TMZ	4	5	158931	159422	159624	159875	159176.5	159749.5	3:5_2:6	1	203	573	943	2	312_260	                      0_68	625_453	158931_159422_159624	159422_159556_159875	159422_159624_165547	159556_159875_166218	500.94	79	6.38	5	1_4	7_8	1	8	1	0	1	1	1	1	1	159624	                      graph_bin_annot3(5,157000,160000,c(7,8))		Full Conversion	NCO
114	TMZ4	1500	TMZ	4	5	165547	166218	167248	167423	165882.5	167335.5	05:03	1	1031	1453	1875	1	1453	1030	1876	165547_167248	166218_167423	167248_174633	167423_174794	13.82	156	0.09	4	4	4	1	1	1	0	1	1	1	1	1	167248	                      graph_bin_annot3(5,164000,168000,c(3,4))		One-Sided	NCO
115	TMZ4	1500	TMZ	4	5	174633	174794	175411	176067	174713.25	175739.25	02:06	1	618	1026	1433	1	1026	617	1434	174633_175411	174794_176067	175411_224681	176067_225229	933.78	119	7.83	6	6	56	1	10.1	1	0	1	1	1	1	1	175411	                      graph_bin_annot3(5,173000,177000,c(5,6))		Full Conversion	NCO
116	TMZ4	1500	TMZ	4	5	224681	225229	225485	225841	224955	225663	05:03	1	257	708	1159	1	708	256	1160	224681_225485	225229_225841	225485_242241	225841_242361	1054.2	97	10.92	2	2	4	1	1	1	0	1	1	1	1	1	225485	                      graph_bin_annot3(5,223000,226000,c(3,4))		One-Sided	NCO
117	TMZ4	1500	TMZ	4	5	242241	242361	243892	244317	242300.75	244104.75	2:6_4:4_2:6	1	1532	1804	2075	3	72_26_1706	                      0_0_1479	144_52_1932	242241_242361_242385_243892	242361_242385_242413_244317	242361_242385_243892_258361	242385_242413_244317_258489	573	173	3.32	22	1_1_20	56_56_56	1	8	1	0	1	1	1	1	1	243892	                      graph_bin_annot3(5,241000,245000,c(5,6))		Full Conversion	NCO
118	TMZ4	1500	TMZ	4	5	258361	258489	261345	261627	258425	261486	(5:3)_(4:4)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3)_(6:2)_(5:3a)_(4:4aCO)_(6:2)_(5:3a)_(4:4CO)	2_nonsis	2857	3061	3265	0	1222_126_110_134_62_144_74_121_204_197_282_384	                      1058_15_0_0_0_73_0_0_0_0_0_46	1386_238_219_269_125_215_148_242_407_394_565_722	258361_259547_259762_259785_259981_260054_260179_260269_260327_260511_260734_260905_261345	258489_259747_259785_259981_260054_260106_260269_260327_260511_260734_260905_261299_261627	259547_259762_259785_259981_260054_260179_260269_260327_260511_260734_260905_261345_311096	259747_259785_259981_260054_260106_260269_260327_260511_260734_260905_261299_261627_311266	157.44	272	0.58	22	6_2_1_1_1_4_1_1_1_1_1_2	4_4_4_3_3_3_3_3_7_8_78_7	0	3	2	0	2	2	2	2	2	261345	                      graph_bin_annot3(5,257000,262000,c(3,4,7,8))	Not dCO, 2NCOs	2-sis NCO	NCO
119	TMZ4	1500	TMZ	4	5	311096	311266	312016	312111	311181.25	312063.25	05:03	1	751	882	1014	1	882	750	1015	311096_312016	311266_312111	312016_323078	312111_324410	587.31	84	6.96	14	14	2	1	1	1	0	1	1	1	1	1	312016	                      graph_bin_annot3(5,310000,313000,c(1,2))		One-Sided	NCO
120	TMZ4	1500	TMZ	4	5	323078	324410	327452	327970	323744	327711	5:3_6:2	1	3043	3967	4891	2	3664_304	                      2953_0	4374_607	323078_327363_327452	324410_327452_327970	327363_327452_336702	327452_327970_336936	260.59	407	0.64	11	10_1	2_1	1	7	1	0	1	1	1	1	1	327452	                      graph_bin_annot3(5,322000,328000,c(1,2))		Full Conversion	NCO
121	TMZ4	1500	TMZ	4	5	336702	336936	336939	337281	336819	337110	03:05	1	4	291	578	1	291	3	579	336702_336939	336936_337281	336939_374819	337281_375017	1.97	48	0.04	2	2	7	1	2	1	0	1	1	1	1	1	336939	                      graph_bin_annot3(5,335000,338000,c(7,8))		One-Sided	NCO
122	TMZ4	1500	TMZ	4	5	374819	375017	378075	378265	374918	378170	5:3_4:4_3:5_2:6_6:2_5:3	2_nonsis	3059	3252	3445	6	655_1062_601_132_386_416	                      412_751_389_0_16_39	898_1372_813_265_755_794	374819_375429_376468_377190_377281_377471_378075	375017_375717_376801_377281_377455_378036_378265	375429_376468_377190_377281_377471_378075_409394	375717_376801_377281_377455_378036_378265_409516	633.71	287	2.21	25	3_10_4_1_3_4	2_2_7_8_1278_1	3	30	1	0	1	1	2	2	1	378075	                      graph_bin_annot3(5,373000,379000,c(1,2,7,8))		Two Chr	NCO
123	TMZ4	1500	TMZ	4	5	409394	409516	409531	411277	409455	410404	3:5_2:6	2_nonsis	16	949	1882	2	68_880	                      0_0	137_1761	409394_409516_409531	409516_409531_411277	409516_409531_415484	409531_411277_415894	769.43	157	4.91	2	1_1	478_4	3	30	1	0	1	1	2	2	1	409531	                      graph_bin_annot3(5,408000,412000,c(3,4,7,8))		Two Chr	NCO
124	TMZ4	1500	TMZ	4	5	415484	415894	416582	416792	415689	416687	05:03	1	689	998	1307	1	998	688	1308	415484_416582	415894_416792	416582_467963	416792_468178	594.72	109	5.46	2	2	4	1	1	1	0	1	1	1	1	1	416582	                      graph_bin_annot3(5,414000,417000,c(3,4))		One-Sided	NCO
125	TMZ4	1500	TMZ	4	5	467963	468178	468194	468234	468070.25	468214.25	02:06	1	17	144	270	1	144	16	271	467963_468194	468178_468234	468194_472664	468234_472738	358.31	22	15.94	2	2	56	1	10.1	1	0	1	1	1	1	1	468194	                      graph_bin_annot3(5,466000,469000,c(5,6))		Full Conversion	NCO
126	TMZ4	1500	TMZ	4	5	472664	472738	473821	473890	472701.25	473855.25	05:03	1	1084	1154	1225	1	1154	1083	1226	472664_473821	472738_473890	473821_519506	473890_519704	105.12	102	1.03	7	7	4	1	1	1	0	1	1	1	1	1	473821	                      graph_bin_annot3(5,471000,474000,c(3,4))		One-Sided	NCO
127	TMZ4	1500	TMZ	4	5	519506	519704	527477	527534	519605.25	527505.25	(5:3)_(4:4)_(5:3)_(4:4)_(2:6)_(5:3)_(3:5)_(3:5a)_(4:4aCO)_(3:5b)_(2:6a)_(5:3a)_(3:5b)_(5:3a)_(3:5b)_(4:4a)	4	7774	7900	8027	0	1827_784_338_159_107_652_1688_833_234_266_204_222_459_78_50	                      1303_153_0_0_0_361_837_36_0_0_0_0_195_0_0	2351_1414_675_318_214_944_2538_1630_469_532_409_444_723_156_99	519506_521007_522010_522421_522685_522739_523260_524520_525834_526150_526303_526682_526712_527321_527435_527477	519704_521857_522421_522685_522739_522899_523683_525798_526150_526303_526682_526712_527126_527435_527477_527534	521007_522010_522421_522685_522739_523260_524520_525834_526150_526303_526682_526712_527321_527435_527477_544734	521857_522421_522685_522739_522899_523683_525798_526150_526303_526682_526712_527126_527435_527477_527534_545025	707.74	668	1.06	27	3_3_1_1_1_3_4_2_1_1_1_1_3_1_1	2_2_2_2_56_256_56_17_348_3_4_478_78_78_78	0	2	2	2	0	2	3	1	0	527477	                      graph_bin_annot3(5,518000,528000)	dCO detected as sCO	dCO	CO
128	TMZ4	1500	TMZ	4	5	544734	545025	548447	549247	544879.25	548847.25	05:03	1	3423	3968	4512	1	3968	3422	4513	544734_548447	545025_549247	548447_566643	549247_576874	373.61	376	0.99	16	16	8	1	1	1	0	1	1	1	1	1	548447	                      graph_bin_annot3(5,543000,550000,c(7,8))		One-Sided	NCO
129	TMZ4	1500	TMZ	4	6	27212	27436	28062	28170	27324	28116	05:03	1	627	792	957	1	792	626	958	27212_28062	27436_28170	28062_41152	28170_41461	384.96	80	4.83	12	12	2	1	1	1	0	1	1	1	1	1	28062	                      graph_bin_annot3(6,26000,29000,c(1,2))		One-Sided	NCO
130	TMZ4	1500	TMZ	4	6	41152	41461	45217	45521	41306.75	45368.75	5:3_4:4_5:3	1	3757	4062	4368	3	1155_360_2547	                      772_11_2274	1538_710_2820	41152_42233_42701_45217	41461_42690_42943_45521	42233_42701_45217_50825	42690_42943_45521_50932	312.9	364	0.86	24	5_3_16	8_8_8	1	3	1	0	1	1	1	1	1	45217	                      graph_bin_annot3(6,40000,46000,c(7,8))		One-Sided + patch	NCO
131	TMZ4	1500	TMZ	4	6	50825	50932	51193	51257	50878.75	51224.75	02:06	1	262	346	431	1	346	261	432	50825_51193	50932_51257	51193_52738	51257_52838	40.96	36	1.14	7	7	56	1	10.1	1	0	1	1	1	1	1	51193	                      graph_bin_annot3(6,49000,52000,c(5,6))		Full Conversion	NCO
132	TMZ4	1500	TMZ	4	6	52738	52838	54858	55021	52787.75	54939.75	3:5_4:4_2:6_3:5	1	2021	2152	2282	4	202_1011_730_208	                      0_256_1_0	404_1766_1460_416	52738_52838_53398_54605_54858	52838_53142_54604_54858_55021	52838_53398_54605_54858_72161	53142_54604_54858_55021_72397	262.07	190	1.38	6	1_2_2_1	3_3_34_4	1	4	1	0	1	1	1	1	1	54858	                      graph_bin_annot3(6,51000,56000,c(3,4))		One-Sided + patch	NCO
133	TMZ4	1500	TMZ	4	6	72161	72397	75453	76048	72278.75	75750.75	(3:5)_(2:6)_(3:5)_(2:6)_(3:5)_(2:6)_(4:4aCO)_(2:6)_(4:4a)	2_nonsis	3057	3472	3886	9	677_456_707_94_584_182_255_516	                      162_0_594_0_499_28_13_85	1192_912_820_189_670_335_497_947	72161_72559_73353_74065_74173_74753_74871_75101_75453	72397_73353_73471_74173_74254_74843_75088_75368_76048	72559_73353_74065_74173_74753_74871_75101_75453_93404	73353_73471_74173_74254_74843_75088_75368_76048_93664	1776.25	324	5.49	27	5_1_5_1_3_6_2_4	3_4_4_4_4_4_78_78	1	12	1	1	0	1	1	0	0	75453	                      graph_bin_annot3(6,71000,77000,c(3,4,7,8))		One-Sided Unidirectional	CO
134	TMZ4	1500	TMZ	4	6	93404	93664	95232	95244	93534	95238	3:5_4:4_3:5	1	1569	1704	1839	3	1229_423_52	                      881_159_0	1577_687_104	93404_94545_95140_95232	93664_94981_95232_95244	94545_95140_95232_130480	94981_95232_95244_131200	190.51	153	1.24	7	3_3_1	7_7_7	1	4	1	0	1	1	1	1	1	95232	                      graph_bin_annot3(6,92000,96000,c(7,8))		One-Sided + patch	NCO
