id	Meiosis	threshold	Genotype	GenotypeID	chr	start5	start3	stop5	stop3	debut	fin	type	chromatids	len_min	len_mid	len_max	nb_seg	seg_len_mid	seg_len_min	seg_len_max	seg_start5	seg_start3	seg_stop5	seg_stop3	PanHpM	GenomeHpM	Obs_Exp_HpM	nb_snp	seg_nb_SNP	SpAff	groupe	classe	LSB	LCO	LNCO	CutMin	CutMax	MaxNCO	MinNCO	midpoint	midpoint1	midpoint2	midpoint3	commande	Notes	B_type	extend	LocalEventHpM_PAN	LocalEventHpM_NWT	LocalEventHpM_NTEL	LocalEventHpM_DC	CO_NCO
133	OM4	1500	OM	4	13	395969	396257	397127	397143	396113	397135	(5:3)_(4:4)_(5:3)_(4:4ai)_(5:3a)_(3:5)_(4:4bCO)	2_nonsis	871	1022	1173	7	405_56_86_110_226_140	                      226_0_0_32_82_0	584_111_173_188_369_279	395969_396483_396553_396594_396758_396864_397127	396257_396553_396594_396726_396782_397127_397143	396483_396553_396594_396758_396864_397127_482376	396553_396594_396726_396782_397127_397143_482500	1402.15	98	14.36	13	4_1_1_2_4_1	3_3_3_5_4_46	3	21	1	1	0	2	2	1	1	396624	396624	NA	NA	"                      graph_bin_annot3(13,394000,398000,c(3,4,5,6))"		Two-Sided Bidirectional	586.5	1402.1487	1160.492	1276.1343	31.5122	CO
134	OM4	1500	OM	4	13	482376	482500	486437	486464	482438.25	486450.25	(3:5)_(4:4)_(3:5)_(3:5a)_(4:4ai)_(3:5b)_(4:4bCO)	4	3938	4012	4087	0	73_242_1265_1490_422_520	                      0_0_0_253_0_289	146_485_2530_2727_843_752	482376_482500_482522_482985_485305_485712_486437	482500_482522_482985_485052_485712_486148_486464	482500_482522_482985_485305_485712_486437_540798	482522_482985_485052_485712_486148_486464_541071	331.66	340	0.97	9	1_1_1_3_1_2	3_3_3_1257_8_345	0	2	2	1	1	2	3	2	1	484444.25	483441.25	485447.25	NA	"                      graph_bin_annot3(13,481000,487000)"		>2 Chr CO	2043.5	331.6592	454.0546	484.1991	5.7926	CO
135	OM4	1500	OM	4	13	540798	541071	541071	541246	540934.5	541158.5	05:03	1	1	224	447	1	224	0	448	540798_541071	541071_541246	541071_556437	541246_557517	751.66	37	20.2	1	1	1	1	1	1	0	1	1	1	1	1	541046.5	541046.5	NA	NA	"                      graph_bin_annot3(13,539000,542000,c(1,2))"		One-Sided	223.5	751.6622	820.9371	760.3143	53.2846	NCO
136	OM4	1500	OM	4	13	556437	557517	556437	557517	556707	557247	(4:4aCO)	2_nonsis	0	540	1079	1	0	0	0	556437	557517	590016	590250	1099.11	90	12.23	0	0	0	1	100	1	1	0	1	1	0	0	556977	556977	NA	NA	"                      graph_bin_annot3(13,555000,558000,c(3,4,5,6))"		No Strand Transfer	539.5	1099.1148	1091.0292	997.0363	43.1494	CO
137	OM4	1500	OM	4	13	590016	590250	593361	594254	590133.25	593807.25	(5:3)_(4:4)_(2:6)_(4:4aCO)	2_nonsis	3112	3674	4237	4	2062_1022_591	                      1365_297_0	2759_1746_1182	590016_591615_593072_593361	590250_592775_593361_594254	591615_593072_593361_713980	592775_593361_594254_715257	614.46	353	1.74	8	4_3_1	3_3_78	3	20	1	1	0	2	2	1	1	591970.25	591970.25	NA	NA	"                      graph_bin_annot3(13,589000,595000,c(3,4,7,8))"		One-Sided Bidirectional	2118.5	614.458	449.6778	464.4102	6.2882	CO
138	OM4	1500	OM	4	13	713980	715257	715953	715971	714618.25	715962.25	5:3_5:3a	1	697	1344	1990	2	1090_254	                      386_180	1793_328	713980_715643_715953	715257_715773_715971	715643_715953_797688	715773_715971_798060	997.45	166	6.02	6	3_3	2_12	2	11	1	0	1	1	1	1	1	715290.25	715290.25	NA	NA	"                      graph_bin_annot3(13,712000,716000,c(1,2))"		Two-Sided	995	997.4454	910.0491	912.5655	44.9314	NCO
139	OM4	1500	OM	4	13	797688	798060	798090	798261	797873.75	798175.75	03:05	2_nonsis	31	302	572	1	302	30	573	797688_798090	798060_798261	798090_849562	798261_851409	2797.88	48	58.74	3	3	156	3	30	1	0	1	1	2	2	1	798024.75	798024.75	NA	NA	"                      graph_bin_annot3(13,796000,799000,c(1,2,5,6))"		Two Chr	286	2797.8813	1499.3028	1932.8294	48.3864	NCO
140	OM4	1500	OM	4	13	849562	851409	851409	851620	850485.5	851514.5	(2:6)_(4:4aCO)	2_nonsis	1	1029	2057	2	1029	0	2058	849562_851409	851409_851620	851409_912584	851620_912804	12.34	171	0.07	1	1	34	1	16	1	1	0	1	2	1	0	851000	851000	NA	NA	"                      graph_bin_annot3(13,848000,852000,c(3,4,7,8))"		Full Conversion	1028.5	12.3385	9.3849	5.5268	0	CO
141	OM4	1500	OM	4	13	912584	912804	916816	917194	912694	917005	(3:5)_(4:4)_(3:5)_(4:4)_(3:5)_(2:6)_(3:5)_(3:5a)_(4:4aCO)_(3:5a)_(4:4a)_(3:5a)_(2:6)_(3:5a)_(4:4a)	2_nonsis	4013	4311	4609	15	792_74_134_20_646_456_724_287_126_102_40_430_51_430	                      643_6_102_5_419_45_477_126_0_66_16_410_15_218	941_141_166_34_873_866_972_448_253_137_64_449_87_643	912584_913447_913531_913690_913702_914143_914620_915486_915718_915934_916037_916087_916511_916551_916816	912804_913525_913588_913697_913724_914575_915009_915592_915934_915971_916071_916101_916536_916598_917194	913447_913531_913690_913702_914143_914620_915486_915718_915934_916037_916087_916511_916551_916816_917449	913525_913588_913697_913724_914575_915009_915592_915934_915971_916071_916101_916536_916598_917194_924431	458.99	384	1.2	72	4_2_2_3_14_3_10_3_1_2_3_17_3_5	5_5_5_5_5_6_6_26_1_1_1_1_2_2	2	31	1	1	0	1	1	0	0	914849.5	914849.5	NA	NA	"                      graph_bin_annot3(13,911000,918000,c(1,2,5,6))"		Two-Sided Unidirectional	2304.5	458.9927	406.5713	325.0057	5.8168	CO
142	OM4	1500	OM	4	14	34396	34412	34917	37063	34404	35990	2:6_3:5	1	506	1586	2666	2	36_1550	                      0_450	71_2651	34396_34412_34917	34412_34467_37063	34412_34917_79325	34467_37063_79763	474.79	222	2.14	6	1_5	12_2	1	8	1	0	1	1	1	1	1	35197	35197	NA	NA	"                      graph_bin_annot3(14,33000,38000,c(1,2))"		Full Conversion	1333	474.786	187.2492	151.8114	2.2506	NCO
143	OM4	1500	OM	4	14	79325	79763	80433	81575	79544	81004	(3:5)_(4:4aCO)	2_nonsis	671	1460	2249	2	1460	670	2250	79325_80433	79763_81575	80433_116892	81575_116973	863.2	187	4.61	6	6	6	1	2	1	1	0	1	1	0	0	80274	80274	NA	NA	"                      graph_bin_annot3(14,78000,82000,c(3,4,5,6))"		One-Sided Unidirectional	1124.5	863.2024	895.3082	855.973	24.0184	CO
144	OM4	1500	OM	4	14	116892	116973	117253	117326	116932.5	117289.5	06:02	1	281	357	433	1	357	280	434	116892_117253	116973_117326	117253_118803	117326_119128	516.24	36	14.32	6	6	56	1	10	1	0	1	1	1	1	1	117111	117111	NA	NA	"                      graph_bin_annot3(14,115000,118000,c(5,6))"		Full Conversion	216.5	516.2434	308.9032	341.5358	5.0022	NCO
145	OM4	1500	OM	4	14	118803	119128	118803	119128	118884.5	119046.5	(4:4aCO)	2_nonsis	0	162	324	1	0	0	0	118803	119128	288926	289222	162.37	27	6.02	0	0	0	1	100	1	1	0	1	1	0	0	118965.5	118965.5	NA	NA	"                      graph_bin_annot3(14,117000,120000,c(3,4,5,6))"		No Strand Transfer	162	162.3748	123.7276	131.8948	0.7674	CO
146	OM4	1500	OM	4	14	288926	289222	290461	291122	289073.75	290791.75	(6:2)_(5:3)_(6:2)_(5:3)_(4:4)_(5:3)_(4:4aCO)	2_nonsis	1240	1718	2195	7	210_262_324_94_68_760	                      0_112_186_0_0_404	419_411_463_188_137_1115	288926_289222_289457_289819_289920_290007_290461	289222_289345_289633_289920_290007_290057_291122	289222_289457_289819_289920_290007_290461_341067	289345_289633_289920_290007_290057_291122_341465	538.95	183	2.95	12	1_3_2_1_1_4	78_7_7_7_8_8	1	12	1	1	0	1	1	0	0	289932.75	289932.75	NA	NA	"                      graph_bin_annot3(14,287000,292000,c(5,6,7,8))"		One-Sided Unidirectional	1097.5	538.9463	308.7045	362.8724	2.7698	CO
147	OM4	1500	OM	4	14	341067	341465	342273	342387	341266	342330	3:5_3:5a	1	809	1064	1319	2	752_312	                      299_0	1206_623	341067_341764_342273	341465_342273_342387	341764_342273_370839	342273_342387_371516	150.04	110	1.37	6	5_1	2_12	2	12	1	0	1	1	1	1	1	341798	341798	NA	NA	"                      graph_bin_annot3(14,340000,343000,c(1,2))"		Two-Sided	659.5	150.0363	94.9185	76.8459	0.9434	NCO
148	OM4	1500	OM	4	14	370839	371516	372919	373080	371177.5	372999.5	(5:3)_(3:5)_(2:6)_(3:5)_(4:4aCO)	2_nonsis	1404	1822	2240	5	743_262_254_562	                      237_19_0_303	1249_506_509_821	370839_371753_372107_372259_372919	371516_372088_372259_372616_373080	371753_372107_372259_372919_386641	372088_372259_372616_373080_386898	167.8	187	0.9	10	3_3_1_3	4_12_4_4	3	20	1	1	0	2	2	1	1	372088.5	372088.5	NA	NA	"                      graph_bin_annot3(14,369000,374000,c(1,2,3,4))"		One-Sided Bidirectional	1120	167.8038	153.1937	162.916	1.1034	CO
149	OM4	1500	OM	4	14	386641	386898	388348	388819	386769.5	388583.5	(5:3)_(6:2)_(5:3)_(6:2)_(5:3a)_(4:4aCO)	2_nonsis	1451	1814	2177	6	360_506_298_309_342	                      0_179_0_0_0	720_832_596_618_683	386641_386898_387540_387730_388136_388348	386898_387361_387730_388136_388348_388819	386898_387540_387730_388136_388348_483386	387361_387730_388136_388348_388819_483741	69.59	181	0.38	8	1_4_1_1_1	6_5_5_5_4	2	32	1	1	0	1	1	0	0	387676.5	387676.5	NA	NA	"                      graph_bin_annot3(14,385000,389000,c(3,4,5,6))"		Two-Sided Unidirectional	1088.5	69.5892	44.5481	40.0507	0	CO
150	OM4	1500	OM	4	14	483386	483741	483386	483741	483475	483652	(4:4aCO)	2_nonsis	0	177	354	1	0	0	0	483386	483741	530418	530856	0	29	0	0	0	0	1	100	1	1	0	1	1	0	0	483563.5	483563.5	NA	NA	"                      graph_bin_annot3(14,482000,484000,c(1,2,7,8))"		No Strand Transfer	177	0	2.2078	0.7672	0	CO
151	OM4	1500	OM	4	14	530418	530856	532165	532649	530637	532407	(2:6)_(4:4)_(5:3)_(5:3a)_(4:4aCO)_(5:3a)_(4:4a)	2_nonsis	1310	1770	2230	7	490_324_114_68_277_496	                      0_0_15_0_0_0	981_649_212_136_554_993	530418_530856_531399_531520_531611_531656_532165	530856_531399_531505_531611_531656_532165_532649	530856_531399_531520_531611_531656_532165_646547	531399_531505_531611_531656_532165_532649_646799	685.53	186	3.69	7	1_1_2_1_1_1	12_12_4_23_1_1	3	20	1	1	0	2	2	1	1	531522	531522	NA	NA	"                      graph_bin_annot3(14,529000,533000,c(1,2,3,4))"		Two-Sided Bidirectional	1115	685.5278	536.6655	493.5715	12.8876	CO
152	OM4	1500	OM	4	14	646547	646799	647174	647815	646672.75	647494.75	(5:3)_(6:2)_(4:4aCO)	2_nonsis	376	822	1267	3	292_530	                      70_114	513_946	646547_646869_647174	646799_647060_647815	646869_647174_719985	647060_647815_720135	237.89	105	2.25	7	2_5	8_7	1	7	1	1	0	1	1	0	0	647083.75	647083.75	NA	NA	"                      graph_bin_annot3(14,645000,648000,c(3,4,7,8))"		One-Sided Unidirectional	633.5	237.8865	498.123	383.0335	3.1826	CO
153	OM4	1500	OM	4	14	719985	720135	723593	723962	720059.75	723777.75	(3:5)_(2:6)_(3:5)_(2:6)_(3:5a)_(2:6)_(3:5a)_(4:4aCO)_(3:5a)_(4:4a)	2_nonsis	3459	3718	3976	10	146_196_276_1246_233_131_230_553_707	                      0_0_0_1025_89_0_0_56_198	291_392_553_1467_377_262_459_1050_1216	719985_720135_720276_720527_721854_722083_722231_722345_722746_723593	720135_720276_720527_720829_721994_722231_722345_722690_723395_723962	720135_720276_720527_721854_722083_722231_722345_722746_723593_781298	720276_720527_720829_721994_722231_722345_722690_723395_723962_784333	535.99	331	1.62	23	1_1_1_8_4_1_1_2_4	8_7_7_7_4_4_4_3_3	2	32	1	1	0	1	1	0	0	721918.75	721918.75	NA	NA	"                      graph_bin_annot3(14,718000,724000,c(3,4,7,8))"		Two-Sided Unidirectional	1988	535.985	641.172	611.9794	11.0024	CO
154	OM4	1500	OM	4	15	22358	39380	22358	39380	26614	35124	(4:4aCO)	2_nonsis	0	8510	17021	1	0	0	0	22358	39380	145798	146225	561.16	1417	0.4	0	0	0	1	100	1	1	0	1	1	0	0	30869	30869	NA	NA	"                      graph_bin_annot3(15,21000,40000,c(1,2,7,8))"		No Strand Transfer	8510.5	561.1556	1500.1928	1667.9643	32.7484	CO
155	OM4	1500	OM	4	15	145798	146225	147007	150962	146011.5	148984.5	5:3_6:2	1	783	2973	5163	2	608_2366	                      6_0	1209_4731	145798_146231_147007	146225_147007_150962	146231_147007_215043	147007_150962_215265	215.18	430	0.5	3	2_1	8_7	1	7	1	0	1	1	1	1	1	147498	147498	NA	NA	"                      graph_bin_annot3(15,144000,151000,c(7,8))"		Full Conversion	2581.5	215.1837	256.927	145.9805	1.6934	NCO
156	OM4	1500	OM	4	15	215043	215265	216039	216075	215154	216057	5:3_6:2_5:3a	1	775	903	1031	3	790_77_36	                      620_0_0	960_154_72	215043_215885_216003_216039	215265_216003_216039_216075	215885_216003_216039_251789	216003_216039_216075_252485	7.9	86	0.09	11	9_1_1	8_7_8	2	19	1	0	1	1	1	1	1	215605.5	215605.5	NA	NA	"                      graph_bin_annot3(15,214000,217000,c(7,8))"		Two-Sided	515.5	7.8966	18.9575	18.0656	0.2356	NCO
157	OM4	1500	OM	4	15	251789	252485	256152	256235	252137.25	256193.25	3:5_2:6_3:5a	1	3668	4056	4445	3	1124_1963_969	                      156_1299_884	2093_2627_1054	251789_252641_255181_256152	252485_253882_255268_256235	252641_255181_256152_288307	253882_255268_256235_288781	215.18	370	0.58	23	2_19_2	2_1_2	2	20	1	0	1	1	1	1	1	254165.25	254165.25	NA	NA	"                      graph_bin_annot3(15,250000,257000,c(1,2))"		Two-Sided	2222.5	215.1837	229.7155	208.8308	2.5218	NCO
158	OM4	1500	OM	4	15	288307	288781	288307	288781	288426	288662	(4:4aCO)	2_nonsis	0	236	473	1	0	0	0	288307	288781	442786	442914	290.7	39	7.38	0	0	0	1	100	1	1	0	1	1	0	0	288544	288544	NA	NA	"                      graph_bin_annot3(15,287000,289000,c(3,4,7,8))"		No Strand Transfer	236.5	290.6954	364.8804	398.6174	13.1138	CO
159	OM4	1500	OM	4	15	442786	442914	443611	443738	442850.25	443674.25	03:05	1	698	824	951	1	824	697	952	442786_443611	442914_443738	443611_480909	443738_481143	31.59	79	0.4	8	8	2	1	2	1	0	1	1	1	1	1	443262.25	443262.25	NA	NA	"                      graph_bin_annot3(15,441000,444000,c(1,2))"		One-Sided	475.5	31.5866	26.7784	30.2258	0.1212	NCO
160	OM4	1500	OM	4	15	480909	481143	482126	482383	481026.25	482254.25	(5:3)_(4:4)_(6:2)_(4:4aCO)	2_nonsis	984	1228	1473	4	269_698_262	                      0_413_0	538_983_523	480909_481143_481860_482126	481143_481447_482126_482383	481143_481860_482126_519432	481447_482126_482383_519516	415.07	123	3.38	5	1_3_1	6_6_56	1	12	1	1	0	1	1	0	0	481640.25	481640.25	NA	NA	"                      graph_bin_annot3(15,479000,483000,c(5,6,7,8))"		One-Sided Unidirectional	736.5	415.0676	388.3447	427.8846	5.785	CO
161	OM4	1500	OM	4	15	519432	519516	521442	521727	519474.25	521584.25	(5:3)_(6:2)_(4:4aCO)_(5:3a)_(6:2)_(5:3a)_(4:4a)	2_nonsis	1927	2110	2294	7	360_473_42_86_174_976	                      142_283_5_0_69_792	577_663_80_173_278_1159	519432_519658_520292_520326_520372_520568_521442	519516_520009_520321_520372_520499_520650_521727	519658_520292_520326_520372_520568_521442_578881	520009_520321_520372_520499_520650_521727_578915	531.54	191	2.78	24	3_6_2_1_4_8	8_7_12_1_2_2	2	32	1	1	0	1	1	0	0	520529.25	520529.25	NA	NA	"                      graph_bin_annot3(15,518000,522000,c(1,2,7,8))"		Two-Sided Unidirectional	1147	531.5432	375.1964	565.4495	12.3694	CO
162	OM4	1500	OM	4	15	578881	578915	579517	580333	578898	579925	(5:3)_(6:2)_(5:3)_(4:4)_(4:4aCO)	2_nonsis	603	1027	1451	5	52_56_266_652	                      0_0_0_0	105_113_531_1305	578881_578915_578986_579028_579517	578915_578986_579028_579517_580333	578915_578986_579028_579517_732609	578986_579028_579517_580333_733385	298.1	121	2.47	4	1_1_1_1	2_1_1_2	1	12	1	1	0	1	1	0	0	579411.5	579411.5	NA	NA	"                      graph_bin_annot3(15,577000,581000,c(1,2,7,8))"		One-Sided Unidirectional	725.5	298.0985	180.3607	165.6928	1.7844	CO
163	OM4	1500	OM	4	15	732609	733385	733953	735107	732997	734530	(5:3)_(4:4aCO)	2_nonsis	569	1533	2497	2	1533	568	2498	732609_733953	733385_735107	733953_760366	735107_761321	299.09	208	1.44	6	6	8	1	1	1	1	0	1	1	0	0	733763.5	733763.5	NA	NA	"                      graph_bin_annot3(15,731000,736000,c(5,6,7,8))"		One-Sided Unidirectional	1248.5	299.0856	363.5264	330.3575	2.3026	CO
164	OM4	1500	OM	4	15	760366	761321	762399	762530	760843.5	762464.5	(3:5)_(4:4aCO)_(3:5a)_(4:4a)	2_nonsis	1079	1621	2163	4	790_602_229	                      0_125_0	1581_1078_458	760366_761321_762072_762399	761321_761947_762399_762530	761321_762072_762399_769002	761947_762399_762530_769092	1261.49	180	7	4	1_2_1	8_347_4	2	32	1	1	0	1	1	0	0	761654	761654	NA	NA	"                      graph_bin_annot3(15,759000,763000,c(3,4,7,8))"		Two-Sided Unidirectional	1081.5	1261.4896	1288.3347	1401.5225	48.329	CO
165	OM4	1500	OM	4	15	769002	769092	769620	770027	769047.25	769823.25	5:3_4:4_5:3a	1	529	776	1024	3	398_94_284	                      339_0_0	456_189_569	769002_769431_769458_769620	769092_769458_769620_770027	769431_769458_769620_832326	769458_769620_770027_832546	227.52	85	2.67	4	2_1_1	8_8_7	2	15	1	0	1	1	1	1	1	769435.25	769435.25	NA	NA	"                      graph_bin_annot3(15,768000,771000,c(7,8))"		Two-Sided	512	227.5222	119.4012	128.8388	1.0586	NCO
166	OM4	1500	OM	4	15	832326	832546	833472	833904	832436	833688	3:5_2:6_3:5a	1	927	1252	1577	3	146_13_1092	                      30_0_870	263_26_1315	832326_832576_832589_833472	832546_832589_832602_833904	832576_832589_833472_837247	832589_832602_833904_837630	92.79	131	0.71	11	2_1_8	2_1_2	2	20	1	0	1	1	1	1	1	833062	833062	NA	NA	"                      graph_bin_annot3(15,831000,834000,c(1,2))"		Two-Sided	788.5	92.7856	89.8474	85.6138	1.4178	NCO
167	OM4	1500	OM	4	15	837247	837630	839012	839332	837438.25	839172.25	05:03	1	1383	1734	2084	1	1734	1382	2085	837247_839012	837630_839332	839012_848635	839332_848657	279.84	174	1.61	8	8	7	1	1	1	0	1	1	1	1	1	838305.25	838305.25	NA	NA	"                      graph_bin_annot3(15,836000,840000,c(7,8))"		One-Sided	1042	279.8375	210.7062	292.2566	4.8274	NCO
168	OM4	1500	OM	4	15	848635	848657	849274	849337	848645.75	849305.75	05:03	1	618	660	701	1	660	617	702	848635_849274	848657_849337	849274_942317	849337_942594	4.94	58	0.08	9	9	8	1	1	1	0	1	1	1	1	1	848975.75	848975.75	NA	NA	"                      graph_bin_annot3(15,847000,850000,c(7,8))"		One-Sided	350.5	4.9354	5.23	3.1294	0	NCO
169	OM4	1500	OM	4	15	942317	942594	945099	945153	942455.75	945125.75	(3:5)_(4:4ai)_(4:4bi)_(3:5a)_(4:4cCO)	4	2506	2670	2835	0	770_260_883_758	                      573_0_351_401	966_521_1415_1114	942317_943167_943283_944039_945099	942594_943283_943688_944698_945153	943167_943283_944039_945099_953320	943283_943688_944698_945153_953577	1893.72	236	8.02	10	5_1_2_2	2_6_1568_346	0	2	2	2	0	2	3	1	0	943790.75	943123.25	944458.25	NA	"                      graph_bin_annot3(15,941000,946000)"	dCO detected as sCO	dCO	1417.5	1893.7151	1709.8038	1462.7143	28.0858	NCO
170	OM4	1500	OM	4	15	953320	953577	954310	954766	953448.25	954538.25	3:5_2:6	1	734	1090	1445	2	495_594	                      0_0	990_1189	953320_953577_954310	953577_954310_954766	953577_954310_985932	954310_954766_986343	335.61	120	2.79	2	1_1	8_7	1	8	1	0	1	1	1	1	1	953993.25	953993.25	NA	NA	"                      graph_bin_annot3(15,952000,955000,c(7,8))"		Full Conversion	722.5	335.6076	420.5214	321.221	2.6884	NCO
171	OM4	1500	OM	4	15	985932	986343	989301	989690	986137.5	989495.5	5:3_4:4_5:3a_5:3b	2_nonsis	2959	3358	3757	4	728_591_1568_471	                      495_353_1326_245	962_829_1809_697	985932_986838_987247_988993_989301	986343_986894_987667_989056_989690	986838_987247_988993_989301_1024766	986894_987667_989056_989690_1025192	1542.31	313	4.93	20	6_4_5_5	2_2_1_28	3	30	1	0	1	1	2	2	1	987816.5	987816.5	NA	NA	"                      graph_bin_annot3(15,984000,990000,c(1,2,7,8))"		Two Chr	1878.5	1542.3142	1957.0657	2307.0861	59.233	NCO
172	OM4	1500	OM	4	15	1024766	1025192	1026039	1026427	1024979	1026233	5:3_5:3a	1	848	1254	1660	2	715_539	                      436_279	994_799	1024766_1025628_1026039	1025192_1025760_1026427	1025628_1026039_1039293	1025760_1026427_1039487	210.74	138	1.52	10	7_3	3_34	2	11	1	0	1	1	1	1	1	1025606	1025606	NA	NA	"                      graph_bin_annot3(15,1023000,1027000,c(3,4))"		Two-Sided	830	210.7418	150.3211	118.7042	0.574	NCO
173	OM4	1500	OM	4	15	1039293	1039487	1039586	1039607	1039390.25	1039596.25	2:6_3:5	1	100	206	313	2	126_81	                      0_42	251_120	1039293_1039487_1039586	1039487_1039544_1039607	1039487_1039586_1071499	1039544_1039607_1091291	294.15	26	11.29	3	1_2	56_5	1	8	1	0	1	1	1	1	1	1039493.25	1039493.25	NA	NA	"                      graph_bin_annot3(15,1038000,1040000,c(5,6))"		Full Conversion	156.5	294.1502	153.3915	159.8234	5.1742	NCO
174	OM4	1500	OM	4	16	56116	56137	64540	65675	56126.5	65107.5	2:6_3:5_2:6_3:5	1	8404	8981	9558	4	8062_151_107_661	                      8036_122_0_0	8088_180_214_1322	56116_64173_64326_64353_64540	56137_64204_64353_64540_65675	64173_64326_64353_64540_74327	64204_64353_64540_65675_74884	401.25	796	0.5	71	61_8_1_1	78_8_8_8	1	8	1	0	1	1	1	1	1	60617	60617	NA	NA	"                      graph_bin_annot3(16,55000,66000,c(7,8))"		Full Conversion	4779	401.2485	258.947	268.8072	0.7208	NCO
175	OM4	1500	OM	4	16	74327	74884	74937	75355	74605.75	75145.75	05:03	1	54	540	1027	1	540	53	1028	74327_74937	74884_75355	74937_214281	75355_214333	513.28	86	6	3	3	4	1	1	1	0	1	1	1	1	1	74875.75	74875.75	NA	NA	"                      graph_bin_annot3(16,73000,76000,c(3,4))"		One-Sided	513.5	513.2822	720.0555	822.7575	31.6672	NCO
176	OM4	1500	OM	4	16	214281	214333	214684	214724	214307	214704	03:05	1	352	397	442	1	397	351	443	214281_214684	214333_214724	214684_325596	214724_325797	1002.38	37	27.24	3	3	1	1	2	1	0	1	1	1	1	1	214505.5	214505.5	NA	NA	"                      graph_bin_annot3(16,213000,215000,c(1,2))"		One-Sided	221	1002.3808	986.8552	1090.2056	62.3246	NCO
177	OM4	1500	OM	4	16	325596	325797	329617	329941	325696.75	329778.75	(5:3)_(4:4)_(5:3)_(5:3a)_(6:2)_(5:3)_(4:4ai)_(5:3b)_(4:4bi)_(3:5)_(4:4cCO)	3	3821	4082	4344	0	469_22_564_399_160_456_671_202_486_655	                      363_0_343_90_48_350_519_0_0_155	575_43_784_708_273_561_823_404_971_1155	325596_326160_326171_326546_327045_327302_327668_328382_328491_328786_329617	325797_326171_326203_326955_327254_327318_327863_328491_328786_329462_329941	326160_326171_326546_327045_327302_327668_328382_328491_328786_329617_372742	326171_326203_326955_327254_327318_327863_328491_328786_329462_329941_373522	332.15	362	0.92	28	5_1_3_3_2_2_4_1_1_6	4_4_4_34_4_3_8_3_1_7	0	2	2	1	1	2	2	1	1	327737.75	326717.25	328758.25	NA	"                      graph_bin_annot3(16,324000,330000,c(1,2,3,4,7,8))"		>2 Chr CO	2172	332.1528	410.4623	389.3813	4.6162	CO
178	OM4	1500	OM	4	16	372742	373522	373522	373847	373132.25	373684.25	03:05	1	1	552	1104	1	552	0	1105	372742_373522	373522_373847	373522_408139	373847_408347	890.35	92	9.69	1	1	3	1	2	1	0	1	1	1	1	1	373408.25	373408.25	NA	NA	"                      graph_bin_annot3(16,371000,374000,c(3,4))"		One-Sided	552	890.3471	946.5722	1070.8131	38.915	NCO
179	OM4	1500	OM	4	16	408139	408347	408842	408889	408243.25	408865.25	(3:5)_(4:4aCO)_(2:6)_(4:4a)	2_nonsis	496	622	749	4	306_248_70	                      0_0_0	611_495_139	408139_408347_408750_408842	408347_408750_408842_408889	408347_408750_408842_529035	408750_408842_408889_529207	13.33	62	0.21	3	1_1_1	2_178_78	1	12	1	1	0	1	1	0	0	408554.25	408554.25	NA	NA	"                      graph_bin_annot3(16,407000,409000,c(1,2,7,8))"		Two-Sided Unidirectional	374.5	13.3256	10.4976	9.1836	0.1322	CO
180	OM4	1500	OM	4	16	529035	529207	529418	529663	529120.75	529540.75	03:05	1	212	420	627	1	420	211	628	529035_529418	529207_529663	529418_534749	529663_535407	78.97	52	1.51	5	5	4	1	2	1	0	1	1	1	1	1	529330.75	529330.75	NA	NA	"                      graph_bin_annot3(16,528000,530000,c(3,4))"		One-Sided	313.5	78.9665	152.9299	149.9686	1.0016	NCO
181	OM4	1500	OM	4	16	534749	535407	535727	535979	535078	535853	(5:3)_(4:4ai)_(3:5)_(4:4bCO)	2_nonsis	321	775	1229	4	332_15_428	                      0_0_290	664_30_566	534749_535407_535413_535727	535407_535413_535437_535979	535407_535413_535727_595114	535413_535437_535979_595421	106.6	102	1.04	4	1_1_2	568_6_7	3	21	1	1	0	2	2	1	1	535465.5	535465.5	NA	NA	"                      graph_bin_annot3(16,533000,536000,c(5,6,7,8))"		Two-Sided Bidirectional	614.5	106.6048	206.1453	197.3307	1.7218	CO
182	OM4	1500	OM	4	16	595114	595421	596701	596886	595267.5	596793.5	(5:3)_(4:4ai)_(5:3)_(6:2)_(4:4bCO)_(5:3a)_(4:4b)_(5:3b)_(6:2)_(5:3b)_(4:4b)	2_nonsis	1281	1526	1771	11	726_48_113_143_160_74_74_38_38_112	                      567_0_55_0_14_0_0_0_0_0	885_95_171_286_307_149_148_76_76_223	595114_595988_595999_596138_596170_596438_596477_596587_596625_596663_596701	595421_595999_596083_596170_596424_596477_596587_596625_596663_596701_596886	595988_595999_596138_596170_596438_596477_596587_596625_596663_596701_656605	595999_596083_596170_596424_596477_596587_596625_596663_596701_596886_656677	20.24	147	0.14	23	12_1_2_1_2_1_1_1_1_1	8_4_4_7_34_4_4_3_4_4	2	32	1	1	0	1	1	0	0	596030.5	596030.5	NA	NA	"                      graph_bin_annot3(16,594000,597000,c(3,4,7,8))"		Two-Sided Unidirectional	885.5	20.2352	28.1049	26.8978	0.1212	CO
183	OM4	1500	OM	4	16	656605	656677	656605	656677	656623	656659	(4:4aCO)	2_nonsis	0	36	71	1	0	0	0	656605	656677	699223	699663	184.09	6	31.15	0	0	0	1	100	1	1	0	1	1	0	0	656641	656641	NA	NA	"                      graph_bin_annot3(16,655000,657000,c(1,2,7,8))"		No Strand Transfer	35.5	184.0906	235.3743	252.78	8.6632	CO
